,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Sentiment,Polarity
742,742,1634044912285933570,874516567,andreabox0,2023-03-10 04:14:00+00:00,"Molise, Italy",bank jap mantien polit monetari invariat,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
743,743,1634015294619365377,2766187759,DannMedellin,2023-03-10 02:16:19+00:00,"Davie, FL",sonris banc quiebr,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
744,744,1633819499458707456,2829432494,FinwireFunds,2023-03-09 13:18:18+00:00,,avanz lanser impactfond,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
745,745,1633605586360082433,1417600339033919491,IvanPratx,2023-03-08 23:08:17+00:00,SUSCRÍBETE   👉,silvergat anunci cierr liquid banc silvergat fund comenz ofrec servici client activ crypto cierr puert,"Media(photos=[], videos=[], animated=[])",1,1,2,Neutral,0
746,746,1633593482479534083,1441195438606934016,CriptomonedasE2,2023-03-08 22:20:11+00:00,,silvergat capital cierr oper liquid,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FquwnWBWAAE9wC7.png')], videos=[], animated=[])",3,0,1,Neutral,0
747,747,1633463770378047494,1536935863,csticperuofi,2023-03-08 13:44:45+00:00,,braz indonesi commonwealth bank australi afect ciberataqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fqs6olzaAAE7Rwh.png')], videos=[], animated=[])",0,0,0,Negative,-1
748,748,1633276234263085060,1048040673230970885,SRSur_Agency,2023-03-08 01:19:33+00:00,"Buenos Aires, Argentina",bank leaders expect recession lider bancari esper recesion,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
749,749,1633168014181793792,1523898644725964800,JimmyMarkRC,2023-03-07 18:09:32+00:00,,tipej echand patras habl patri interes gent gran diferent vot rectifiqu cuand vist hac cos exprim gent,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fqotp3EXwAUw1mu.jpg')], videos=[], animated=[])",21,15,2,Negative,-1
750,750,1633133259717484544,249619857,CoolAccesorios,2023-03-07 15:51:25+00:00,España,cool boston bat universal portatil recarg ideal carg smartphon tablets cam digital disposit dond quier,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FqoNu9kWAAgHaX1.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FqoNwpGXgAA9L0b.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
751,751,1632926373785264134,1573343874,EloyATA,2023-03-07 02:09:20+00:00,"Buena Fe, Ecuador",cbdc sigl central bank digital currency moned digital banc central trat version digital moned fiduciari emit banc central,"Media(photos=[], videos=[], animated=[])",1,1,0,Neutral,0
752,752,1632861199321759745,103600048,mscnoticias,2023-03-06 21:50:21+00:00,Latinoamérica,cierr pag criptomoned,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FqkWhZFWAAAvj1g.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
753,753,1632240285131628544,1578560175262158855,SeanoftheWoke,2023-03-05 04:43:04+00:00,Australia,gbex marriag mad,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fqbh4j2aAAAY_I9.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fqbh4j4aYAEilmi.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fqbh4j6aYAIY230.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fqbh4j1aYAUuZBX.jpg')], videos=[], animated=[])",25,6,0,Neutral,0
756,756,1631670906144583685,1389584444177227777,CriptoEspacioW,2023-03-03 15:00:33+00:00,Spain & LATAM,preci bitcoin golp posibl quiebr silvergat bank,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
757,757,1630840045849518080,2829432494,FinwireFunds,2023-03-01 07:59:01+00:00,,avanz fondsparar favoriserad globalfond under februari,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
758,758,1630809066481111041,1630627869767368704,picks_griffin,2023-03-01 05:55:55+00:00,,vist futbol años garant demostr independient vall merec empat sufr acert hil barit inicial,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
760,760,1630625924969316371,489410475,goldm3,2023-02-28 17:48:10+00:00,Pueblucho de Alicante  ♦  # 11,turn,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
761,761,1630477968425484290,2475814386,SecurityNewsbot,2023-02-28 08:00:15+00:00,Internet,central digital currenci,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
762,762,1630362782360125440,1275322440802058240,HoyPrensa,2023-02-28 00:22:32+00:00,"Richmond, London",mart febrer recib sector estacion nuev imag titular prens britan,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FqA2TmhWcAERryd.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
763,763,1630357113850478594,277717742,SASMexico,2023-02-28 00:00:01+00:00,México,reserv agend mart impuls mejor decision gestion credit inteligent esper febrer registr abiert siguient enlac,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FqAxJ5CXgAAYgR0.jpg')], videos=[], animated=[])",2,0,0,Neutral,0
764,764,1630266528137371648,277717742,SASMexico,2023-02-27 18:00:03+00:00,México,banc fintech revolucion ultim años descubr nuev maner oper impuls mejor decision gestion credit inteligent febrer registr cost,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fp_ew7AXsAAqlH6.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
765,765,1628749127465988096,2876466743,EnsaDeportiva,2023-02-23 13:30:27+00:00,"Higuerote, Venezuela",grup recib tres cinc jueg respect analisis recomend jug direct duplet parley jug exot manej control asesor apuest atent promocion,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
766,766,1628062282495164416,4724990491,YGConsultores,2023-02-21 16:01:10+00:00,"Av. Río Churubusco 60, CDMX ",sab principal usuari cajer automat person años,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FpgKBE4WYAEV1Xh.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
767,767,1627955035698241537,1485652252002066437,MarocV_Com,2023-02-21 08:55:01+00:00,Royaume du Maroc,bank acquiert filial gestion dopcvm bmci,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
768,768,1627120150125363200,1578560175262158855,SeanoftheWoke,2023-02-19 01:37:28+00:00,Australia,afric gbex miot,"Media(photos=[], videos=[], animated=[])",6,1,0,Neutral,0
769,769,1627009917163909124,1309665804867309568,EmonefeE,2023-02-18 18:19:27+00:00,Nigeria,concept cryptocurrenci blockchain alot offer allievating suffering many nigerians this need platform lik bank both traditional crypto assets built resilient blockchain,"Media(photos=[], videos=[], animated=[])",14,2,0,Neutral,0
770,770,1627065432002932740,1269446109467901952,Themoneypost_,2023-02-18 22:00:03+00:00,Costa Rica,junt robinhood aprueb compr particip incaut bankmanfri,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FpRBy2bWYAI4WsU.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
771,771,1626939282664435712,1195733649066471425,danieltxas,2023-02-18 13:38:46+00:00,,poc capac ahorr dond conf dej pes mpual banc tradicional,"Media(photos=[], videos=[], animated=[])",1,0,0,Negative,-1
772,772,1626776445191335936,814214455802200065,TipsterBmarkez1,2023-02-18 02:51:43+00:00,,deb gan razon unotien hombr dostien moment part,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
773,773,1626603264518115328,1405299840284774401,Yoliztlioficial,2023-02-17 15:23:33+00:00,,necesari relev benefici usuari servici financier unic form avanz man regul,"Media(photos=[], videos=[], animated=[])",2,0,0,Neutral,0
774,774,1626582646850736129,4724990491,YGConsultores,2023-02-17 14:01:38+00:00,"Av. Río Churubusco 60, CDMX ",sab poblacion visit sucursal bancari encuentr rang edad años,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FpLIS4QaIAEXtO-.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
775,775,1626567211128061959,1475783983552241671,iqoption_latino,2023-02-17 13:00:17+00:00,,banc central turqu defend donacion millon dolar supervivient peor terremot pais sigl inform,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
776,776,1625977553952407576,2355325052,ValuesAAA,2023-02-15 21:57:12+00:00,New York - Bogotá,segu apoy empres latam proces levant capital graci bols ambitex invit lider proces financi,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FpChf7_XgBUAK5m.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
777,777,1625911391323398144,2559981414,JRojasFX,2023-02-15 17:34:18+00:00,"Las Condes, Chile",actualiz carter compr apple aapl louisian pcorp reduj atvi ally,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FpBlyb0XsAogvDG.jpg', videoUrl='https://video.twimg.com/tweet_video/FpBlyb0XsAogvDG.mp4')])",3,3,0,Neutral,0
779,779,1625486941020909568,1158440664708898817,AlexGarciaBas,2023-02-14 13:27:41+00:00,Madrid,abro posicion apple cocacol bank amer dav cas montian nils nikutowski veais apple merc estadounidens,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
780,780,1625219721221050368,1436021126237466632,ArtlessLabs,2023-02-13 19:45:51+00:00,"Guadalajara, Jalisco",neobanc oper criptomoned criptobanc institu financ ofrec servici bancari benefici adicional admit transaccion moned digital,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1625219645610291201/pu/img/0B0pa442SLPqlgp-.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=1280000, url='https://video.twimg.com/ext_tw_video/1625219645610291201/pu/vid/720x720/NsoIY60ln7cPe_Dk.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=432000, url='https://video.twimg.com/ext_tw_video/1625219645610291201/pu/vid/320x320/aPl_M6kkgHb7h581.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1625219645610291201/pu/vid/540x540/iNZKG3-WoO1ej4oP.mp4?tag=12')], duration=15000, views=None)], animated=[])",2,0,0,Neutral,0
781,781,1625123215759618054,1000004500525060097,deluxebyluk,2023-02-13 13:22:22+00:00,"Palma, Spain",club molin invit caix mart febrer tem activ divers program social vecinal mejor club barri invit confirm favor,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fo2Y86gX0AA90Vz.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
782,782,1624783600708100103,1188517394093953024,Bblues68,2023-02-12 14:52:52+00:00,,financi millon eur repart etal prueb denunci remit buzon presenci ingres barclays,"Media(photos=[], videos=[], animated=[])",4,4,0,Neutral,0
783,783,1624017060509454339,1188517394093953024,Bblues68,2023-02-10 12:06:54+00:00,,juez presenci denunci particip atent tren barclays,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
784,784,1624014617297973248,1188517394093953024,Bblues68,2023-02-10 11:57:12+00:00,,atent victori juez denunci cuent bancari diner cobr organiz tren general nombr etarr,"Media(photos=[], videos=[], animated=[])",2,2,1,Neutral,0
785,785,1624090317107482624,360333870,AngeliRainbow,2023-02-10 16:58:00+00:00, ,mund salt camin core pod verd dij cad llam termin llor volver junt gent,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1624090157568647170/pu/img/IQHeNv7tb3O5oxV_.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1624090157568647170/pu/vid/720x1280/Fpz3nk0Bz5-SmvZy.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1624090157568647170/pu/vid/320x568/IIjVWAEq6esR8PAH.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1624090157568647170/pu/vid/480x852/40JZYB0yYPH2-VrG.mp4?tag=12')], duration=7800, views=None)], animated=[])",2,0,0,Neutral,0
786,786,1623332225369374723,1533810131921666050,MujeresSwfl,2023-02-08 14:45:37+00:00,,tod invit business after hours mañan esper sant barb boulevard napl fifth third bank,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Foc8DjRX0AAftFr.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
787,787,1622769615083372545,1316284683076870146,ProBitSpanish,2023-02-07 01:30:00+00:00,Latinoamérica/España,airdrop mondays stablecoin usdg usdg jueg usdg mejor recomend detall,"Media(photos=[], videos=[], animated=[])",2,1,1,Neutral,0
788,788,1622412726315421698,1012582092612382720,ProBit_Exchange,2023-02-06 01:51:51+00:00,https://linktr.ee/ProBitGlobal,stablecoin usdg airdrop mondays usdg grabs usdg referrers full mechanics her,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FoP3vuwaYAAEOhh.jpg')], videos=[], animated=[])",453,408,48,Neutral,0
789,789,1622687712812666884,247240060,eljibia,2023-02-06 20:04:33+00:00,,tramp mejor posibil exit,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
790,790,1622595363457712131,1519806835812929536,picklandmx,2023-02-06 13:57:35+00:00,,gan gan sup escribem quier,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FoSd4m9X0AM1Z0_.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
792,792,1622441416222810115,1422256248599334919,carlosrosotero1,2023-02-06 03:45:51+00:00,,institucion vald ventur castr tip realment mand cub fund accion criminal guard men millons buen recaud clav exig hjpxt cub,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FoQR3kEXoAE3T0f.jpg')], videos=[], animated=[])",1,1,0,Neutral,0
793,793,1621944642617974785,814214455802200065,TipsterBmarkez1,2023-02-04 18:51:51+00:00,,hol tipster gust muchisim apuest viv cuot empez aprovech,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FoJODddXEAA6cLb.jpg')], videos=[], animated=[])",0,1,1,Positive,1
794,794,1621805211470675969,1188517394093953024,Bblues68,2023-02-04 09:37:48+00:00,,royuel denunci implic atent document recib juez nombr terror cobr barclays par,"Media(photos=[], videos=[], animated=[])",3,3,0,Neutral,0
796,796,1623038180202057735,2426012419,CareyAbogados,2023-02-07 19:17:11+00:00,"Santiago, Chile",revis detall nuev normat news alert __________________ check mor details this regulation news alert,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FoYwlITXgAAHtbh.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
798,798,1620824424395186177,1620475014066610180,Comandantepapas,2023-02-01 16:40:30+00:00,"Guadalajara, Jalisco",buen dias sold mism apost moment ayer aument bank busc dand resumen diari salud part comand pap frit,"Media(photos=[], videos=[], animated=[])",2,2,0,Neutral,0
799,799,1620553890881236992,1421061111588298757,VilmaPorCasa,2023-01-31 22:45:30+00:00,,vet europ digitaliz ademas cobr men,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
800,800,1620553585200070656,14814402,Hora25,2023-01-31 22:44:17+00:00,,cuestion concentr bancari desaparicion caj ahorr apen banc cambi,"Media(photos=[], videos=[], animated=[])",1,2,2,Neutral,0
802,802,1620546654972821506,134359866,championkey,2023-01-31 22:16:45+00:00,,pfffff ener termin men cerr negat darl febrer grup,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fn1Wl0gXkAsbmOD.jpg')], videos=[], animated=[])",0,0,0,Negative,-1
803,803,1620452400145305601,18031888,alexkwiatkowski,2023-01-31 16:02:13+00:00,"40,000ft",imagin com banc estudi economist impact conoc tres futur posibl industri,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
804,804,1620351620965105665,339666247,Waynance,2023-01-31 09:21:45+00:00,,block world tour event cambi regl jueg prepar viaj,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1620349989909139458/pu/img/wsiQUQm0uLS02NMS.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1620349989909139458/pu/vid/640x360/b3ot1d7DTK0hRYmi.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1620349989909139458/pu/vid/480x270/Sw6Ywz0CbxwiFQHG.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1620349989909139458/pu/vid/1280x720/eDI9pguZnu-8XUvX.mp4?tag=14')], duration=22533, views=None)], animated=[])",19,3,1,Neutral,0
805,805,1620206283944251392,1494844018311589888,mollacox,2023-01-30 23:44:14+00:00,"Madrid, Comunidad de Madrid",impresion block world tour event cambi regl jueg prepar viaj,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1620206219976757251/pu/img/WsOCk755QE_AE81A.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1620206219976757251/pu/vid/640x360/xMOFWM59ES3jCqYL.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1620206219976757251/pu/vid/480x270/acHh9cSUBWLgCFka.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1620206219976757251/pu/vid/1280x720/vrKvYhx-5837ubdi.mp4?tag=14')], duration=22533, views=None)], animated=[])",24,6,1,Neutral,0
806,806,1619737389353832449,1435222546534780933,Saurabh28053195,2023-01-29 16:41:01+00:00,,invest percent your capital bajaj financ lalpathlab,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
807,807,1619665315570368512,1449750495028027392,InfoCriptDivisa,2023-01-29 11:54:37+00:00,,neg membres sistem reserv federal,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
808,808,1619659710113644544,3367334171,BTCTN,2023-01-29 11:32:21+00:00,World Wide,deni membership federal reserv system,"Media(photos=[], videos=[], animated=[])",115,36,39,Neutral,0
809,809,1619381670729371649,967242638142435328,charly_block,2023-01-28 17:07:31+00:00,,impact negoci cuestion cuand sin com,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1619381451870314499/pu/img/nuaHrM2a00obYnWf.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1619381451870314499/pu/vid/480x852/qCnvVh4RpPowJnoR.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1619381451870314499/pu/vid/320x568/X0gQp4elIgAguQHP.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1619381451870314499/pu/vid/720x1280/YNrj9PVj9e8AA4_v.mp4?tag=12')], duration=45000, views=None)], animated=[])",2,0,3,Neutral,0
810,810,1619379382405206016,30806016,manuelale69,2023-01-28 16:58:26+00:00,Guatemala,hac public defraud vari cas ultim mes llev decen,"Media(photos=[], videos=[], animated=[])",5,2,0,Negative,-1
811,811,1618854263157051393,1174252912387809282,FidcIndia,2023-01-27 06:11:47+00:00,"Mumbai, India",sarfaesi read,"Media(photos=[], videos=[], animated=[])",3,1,0,Neutral,0
812,812,1618805760020086784,1613772731404763136,carlospetitreal,2023-01-27 02:59:03+00:00,,pued ment red famili audienci cuent bancari mient,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
813,813,1618126237008027649,2314808910,Plaza_Pescador,2023-01-25 05:58:52+00:00,,enjoy banking servic plaz aprovech servici bancari plaz,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FnS9O1qacAEedD1.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
814,814,1617738611587436544,573896816,ahappymoment98,2023-01-24 04:18:35+00:00,"Valparaíso, Chile",weand ahor molest sup bell apostol estrambot perr,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
815,815,1617437366045622274,1122419282774638592,NeoSystemEast,2023-01-23 08:21:33+00:00,Time-Zone: Asia,corp running business clerical work such declining solicitations from sorting remaining labor empres funcion problem negoci trabaj oficin abuche,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FnJKAwYWYAARF-y.png')], videos=[], animated=[])",0,0,0,Negative,-1
816,816,1616533448948350977,2867423524,anonManu80,2023-01-20 20:29:42+00:00,In your ….mind,renam ple fauci,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fm8UmhJaYAA6gS4.jpg')], videos=[], animated=[])",1,1,2,Neutral,0
817,817,1617333550579056644,277717742,SASMexico,2023-01-23 01:29:01+00:00,México,imagin mund divers industri sufr cambi banc estudi realiz economist impact patrocin deb leer ingres conoc,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FnHsStTXEAARV5j.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
819,819,1616438513452593152,1572660020248023042,TaxleafCorp,2023-01-20 14:12:28+00:00,,does mak sens mor separat bank accounts convenient utiliz cuent bancari separ,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fm6-NxDaYAAQ2zU.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
820,820,1616268339449581568,1578560175262158855,SeanoftheWoke,2023-01-20 02:56:15+00:00,Australia,gbex miot,"Media(photos=[], videos=[], animated=[])",7,0,1,Neutral,0
821,821,1616120755221155840,1451426606602330121,GbexJoe,2023-01-19 17:09:48+00:00,,what featur most excit gbex,"Media(photos=[], videos=[], animated=[])",48,11,10,Neutral,0
822,822,1615820619840643075,366104063,juanmiguelworld,2023-01-18 21:17:10+00:00,"EEUU, DELAWARE...",compr deud diner ahorr,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
823,823,1615555333333598208,710219749,SalvaMarinHer,2023-01-18 03:43:01+00:00,España,luj experient siempr grat compart aprend excelent grup profesional estudi banc merc financier cracks,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fmua__CWAAExT7k.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fmua__BWIAATr4C.jpg')], videos=[], animated=[])",6,0,0,Positive,1
824,824,1615416070608932864,1455715034731098118,vtv_radio,2023-01-17 18:29:38+00:00,"Caracas, Venezuela",silvergat inform perd billon dolar cuart trimestr detall inform,"Media(photos=[], videos=[], animated=[])",1,0,1,Neutral,0
825,825,1615337141411713026,1532108502,ItalBank,2023-01-17 13:16:00+00:00,Puerto Rico,contacten refer asesor negoci contact banc american años servici client,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
827,827,1614977175752409090,37192542,WFA_Archive,2023-01-16 13:25:38+00:00,Berlin,weekly metrics week total trading week total trading daily trading week daily trading,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FmmNKSZXgAAMsGs.png')], videos=[], animated=[])",51,24,0,Neutral,0
828,828,1614239663631339521,1595217859730235393,wenosfinance,2023-01-14 12:35:01+00:00,United States,sabi queconsegu licenci conduc unid siend inmigr indocument posibl inform mir posts explic detall hac,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fmbua1rXkAIGZQe.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
829,829,1613938406416945159,4838520568,Tian_A1,2023-01-13 16:37:56+00:00,Suisse,command chequi estce possibl quell lign proposent command chequi hell monabanq fortune bank banqu combi cout chequi dans,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
830,830,1613549121205596160,1613546718989017090,betprimepicks,2023-01-12 14:51:03+00:00,,tabl control seman segu sum pregunt sup promocion premium empiez gener maquin verd,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FmR6XsuXEAA9JtR.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FmR6XsvX0AE-8DS.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FmR6XstWQAEM_ij.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FmR6XsxXwAE-QnA.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
831,831,1613206565112225799,1590482054583648258,panzaverdepicks,2023-01-11 16:09:51+00:00,BJX,vam busc perfect bank inicial bank actual repet formul ayer jug forz momi razon arriesg maxim actual,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
832,832,1613179617740726272,187456433,gabrielaorille,2023-01-11 14:22:46+00:00,#Madrid,entrevist cual mayor oportun expansion nuev merc poblacion servici bancari partnerships colabor,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
833,833,1613027547322744832,1269338474500390912,Rolando_GSYS,2023-01-11 04:18:30+00:00,Dead Island,alert banc liban dej retir diner nadi cuent bancari ciudadan tom accion distint plom crypto resuelv,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1613027455404589057/img/GIToTl8C-DBUgUC4.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/amplify_video/1613027455404589057/vid/480x852/7c_4hkuUIhaoQ-NF.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/amplify_video/1613027455404589057/vid/320x568/XJ0zG9zXpSQGt1l0.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1613027455404589057/vid/720x1280/TWCoXm259iNjz5RI.mp4?tag=16')], duration=33900, views=None)], animated=[])",6,2,1,Neutral,0
834,834,1612925181600714752,814214455802200065,TipsterBmarkez1,2023-01-10 21:31:44+00:00,,aprovech inter perd vay remont domin deb darl vuelt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FmJC5yeWQAcNASv.jpg')], videos=[], animated=[])",0,1,0,Neutral,0
835,835,1612885052538617857,1590482054583648258,panzaverdepicks,2023-01-10 18:52:17+00:00,BJX,inici nuev ret bank inicial bank actual ide busc rentabl forz final pod observ crecimient consider,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
836,836,1612816978254651393,1532108502,ItalBank,2023-01-10 14:21:46+00:00,Puerto Rico,visit mayor inform banc american,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
838,838,1612172901502910465,1554849663169314816,GlobianceBR,2023-01-08 19:42:27+00:00,,parceri comtech gold apresent gbexg gbexs gold silv back tokens podem troc our fisic gbex gbexg gbexs,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fl-WbZpXEAAoV_b.jpg')], videos=[], animated=[])",4,0,1,Neutral,0
839,839,1612104913705639936,1168498180494745606,Ankur280986,2023-01-08 15:12:17+00:00,"Vadodara, Gujarat",dat munjal aut,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fl9YKTGXoAMjgZs.png')], videos=[], animated=[])",0,0,1,Neutral,0
840,840,1611858474324860929,1595217859730235393,wenosfinance,2023-01-07 22:53:01+00:00,United States,sabi queconsegu licenci conduc unid,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fl54vYlX0AIkHBK.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
841,841,1611071849466843136,814214455802200065,TipsterBmarkez1,2023-01-05 18:47:15+00:00,,mand momi inclu part encuentr,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FlutTWnagAAiO0o.jpg')], videos=[], animated=[])",0,1,0,Neutral,0
843,843,1608041601233833984,187456433,gabrielaorille,2022-12-28 10:06:08+00:00,#Madrid,tras financi precedent sector caid mayor sector tecnolog investment into sector dropp from last year according sifteds analysis,"Media(photos=[], videos=[], animated=[])",2,1,0,Neutral,0
