,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
145,145,1678894500884762624,43948487,NAI500,2023-07-11 22:30:16+00:00,Vancouver,面临 艰难 财 报 季 股票 票值 值得 买入 策略 策略师 指出 不要 指望 股市 本周 拉开 拉开帷幕 帷幕 季 中大 大幅 上涨 股票 可能 迎来 波 潜在 良好 数据 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0yhprzX0AEQYNE.jpg')], videos=[], animated=[])",0,0,0,0.5,Positive
146,146,1677926507724042247,1659411652628848642,shiel3578632,2023-07-09 06:23:48+00:00,,家庭 摄像 摄像头 像头 破解 家庭 摄像 摄像头 像头 家 水墨 老师,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0kxQMGaIAIWy14.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
147,147,1677819538325508096,1655226793283010561,Ben1937Bentley,2023-07-08 23:18:44+00:00,,③ 船 袜 小兔 ④ 蔡 头 喵 喵 喵 ⑤ 周 晓 琳,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0jP9ujaIAANqYe.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
150,150,1677709125977767938,1655217733384937474,le772294625,2023-07-08 16:00:00+00:00,,酒精 兔 崽 张 芸 熙 桃 沢 樱 娜 露 狸 刘 菀 囧 静 尤 妮丝,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0hri3uWAAAqCU3.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
151,151,1677164792371646466,1570432306627903488,DKMY22,2023-07-07 03:57:01+00:00,,区块 链 加密 货币 金融 Pi Network 加密 金融 颠覆 颠覆性 新 时代 即将 震撼 整个 区块 链 世界 Pi Network A disruptive era crypto finance shock blockchain,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0Z8fGeaIAEeQc0.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0Z8fHraUAAwu9P.jpg')], videos=[], animated=[])",3,0,0,-1.0,Negative
152,152,1676599790816067585,2678636449,zuyichen,2023-07-05 14:31:54+00:00,People's Republic of China,安徽 銀 行 疑似 爆 雷 完 連 河南 建行 理 財 錢 取 不出 銀 行 排查 長 期 動 存折 戶 口 證 明 不了 孩子 媽 China,"Media(photos=[], videos=[], animated=[])",0,0,0,-1.0,Negative
153,153,1676381045304827909,1655465143596118017,bar900136718,2023-07-05 00:02:41+00:00,,尽职 媛 媛 眼 鏡 學 生 妹 人脸 人脸识别 识别,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0OzqNEWcAAABX7.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
154,154,1674288592154402817,1417834970207244294,BTC_Chopsticks,2023-06-29 05:28:01+00:00,metaverse,英国 数字 银行 阻止 客户 币 安 付款,"Media(photos=[], videos=[], animated=[])",108,115,1,-1.0,Negative
155,155,1674123097581015041,43948487,NAI500,2023-06-28 18:30:24+00:00,Vancouver,技术 策略 策略师 板块 反弹 TSX 指数 今年 上涨 无望 Strategas Research Partners ETF 技术 策略 策略师 Todd Sohn 表示 加拿 加拿大 股票 反弹 多伦 多伦多 证券 证券交易 交易 交易所 今年 上涨 无望 详细 内容,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzuuFhEX0Agms17.jpg')], videos=[], animated=[])",1,0,0,0.64,Positive
156,156,1673292439531159552,2935696002,DannyDC_DanDan,2023-06-26 11:29:40+00:00,𝕏,香港 最大 銀 行 匯 豐 銀 行 HSBC 支持 客 戶 購 買 BTCETH ETF 經 嘴硬 說 拒 絕 碰 加密 貨 幣 公司 現 吃 錯 藥,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fzi6magaIAApGB1.jpg', videoUrl='https://video.twimg.com/tweet_video/Fzi6magaIAApGB1.mp4')])",11,2,1,0.0,Neutral
157,157,1671587378090377218,1647474934757867520,joa275333171,2023-06-21 18:34:22+00:00,,少女 枪械 师 超模 高 慧 狗 探花,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzKr2TdaUAEHKHt.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
158,158,1671539215409250308,910737599282769920,0xCCTVToy,2023-06-21 15:22:59+00:00,Chinashenzhen,FED Chair Jerome Powell stablecoins form money 鲍威尔 威尔 讲话 利好 银行 股 加密 货币,"Media(photos=[], videos=[], animated=[])",2,0,1,1.0,Positive
159,159,1670694402488934400,1167765353415487488,miren_41319,2023-06-19 07:26:00+00:00,北京,中国 中国银行 银行 行将 运营 首家 沙特 分行 行人 人民 人民币 落户 中东 China Operate First Saudi Branch,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fy9349KaYAAiywU.jpg')], videos=[], animated=[])",41,5,5,0.0,Neutral
160,160,1669933739923611650,1645704828289712129,mat94947,2023-06-17 05:03:24+00:00,,powercn 田中 中宁 宁宁 玉树 玉树临风 临风 唐伯虎,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FyzL2bHWwAArCCq.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
161,161,1669529235835457536,1373871792008269828,Web3CN_Pro,2023-06-16 02:16:02+00:00,HongKong,彭博社 香港 港监 监管 机构 召开 开会 会议 推动 银行 加密 公司 提供 服务 主要 讨论 何解 解决 加密 公司 开设 银行 银行账 账户 方面 面面 面临 持续 挑战,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fytbq_9aAAELUZX.jpg')], videos=[], animated=[])",1,1,0,0.2,Positive
162,162,1669166153057574913,100839639,alandaodaodao,2023-06-15 02:13:17+00:00,Hong Kong,有人 想要 要求 回 關 閉 銀 行 account 嗎 金融,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FyoRxGHaAAAJ8TF.jpg')], videos=[], animated=[])",0,0,0,-1.0,Negative
163,163,1668083224973803521,82299136,mychinapress,2023-06-12 02:30:06+00:00,"Malaysia, Kuala Lumpur",波 银行 倒闭 潮,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FyY42M7agAA4_Mt.jpg')], videos=[], animated=[])",0,0,0,-1.0,Negative
164,164,1666454298526400517,2254945791,Condy_N,2023-06-07 14:37:20+00:00,,美国 美国银行 银行 暴雷 万亿 级别 威胁 正在 逼近 摩根 大通 估计 年底 美国 美国政府 国政 政府 需要 借入 万亿 万亿美元 亿美元 美元 短期 国库 国库券 库券 未来 净 发行 亿美元 美元 国库 国库券 库券 美国 美国政府 国政 政府 万亿 万亿美元 亿美元 美元 举债 狂潮 加大 该国 银行 体系 压力 来源,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FyBuY6ZWwAAd8tF.jpg')], videos=[], animated=[])",0,0,0,-0.5,Negative
165,165,1665612028361179136,1608638748778168320,likanlin1989,2023-06-05 06:50:27+00:00,,香港 汇丰 汇丰银行 银行 开户 公司 户 个人 户 资料 资料齐全 齐全 当天 预约 约见 见证 个人 户 身份 身份证 通行 通行证 过关 小票 公司 户 公司 文件 业务 文件 董事 证件 一手 渠道 稳定 定下 下户,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fx1xTwvaIAArEIW.jpg')], videos=[], animated=[])",0,0,1,1.0,Positive
166,166,1664169659355242499,1275978112480587776,PribizcoA,2023-06-01 07:19:00+00:00,,摩 CEO 禁止 空 银行 股 摩根 大通 CEO 杰米 戴 蒙 表示 认为 美国 监管 机构 应该 考虑 禁止 空 银行 股 戴 蒙 一次 采访 中表 表示 美国 证券 证券交易 交易 委员 委员会 SEC 能力 调查 卖空 之间 可能 存在 勾结 卖空 可能 激励 传播 虚假 信息 SEC 应该,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fv5YQfwaYAA1u7-.jpg')], videos=[], animated=[])",0,0,0,-0.09,Negative
167,167,1661342942760681473,1655885337686851584,jack_bank1000up,2023-05-24 12:06:38+00:00,,bank,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
168,168,1661262835450802177,82299136,mychinapress,2023-05-24 06:48:19+00:00,"Malaysia, Kuala Lumpur",银行 公会 促请 民众 勿 非官方 官方 官方网 官方网站 网站 卖家 购票,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fw39vBvakAI3j7V.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
169,169,1661199324234276865,82299136,mychinapress,2023-05-24 02:35:57+00:00,"Malaysia, Kuala Lumpur",户头 钱 户头 长时间 时间 活跃 没有 提取 银行 行会 启动 相关 程序 款项 交给 国家 会计 局,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fw3D-eZaQAA85AY.jpg')], videos=[], animated=[])",2,0,0,-0.23,Negative
170,170,1660307087619145729,1394471184129957892,labi2006new,2023-05-21 15:30:31+00:00,,波 个数 数据 是不是 太 明显 不要 不要脸 要脸 来看 看看 数据 整个 GATE 链 W 持 币 仅仅 显示 卖 单 竟然 W 挂 卖 单 数据 做到,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwqXqgbaAAEbFKY.png'), MediaPhoto(url='https://pbs.twimg.com/media/FwqYEI3agAATA-o.png')], videos=[], animated=[])",1,0,1,0.0,Neutral
171,171,1659476513643978752,993430580883742720,xueqiu88,2023-05-19 08:30:07+00:00,,简单 统计 已经 上市 代币 不知 知道 全 全 经历 洗盘 之后 希望 老 代币 重新 振作 振作起 振作起来 起来 喜新厌旧,"Media(photos=[], videos=[], animated=[])",14,4,8,0.0,Neutral
172,172,1658778303929409536,1467783056979152896,huifeid29896115,2023-05-17 10:15:40+00:00,中国🇨🇳,币 圈 出入 金利 利器 钱包 地址 玩转 币 圈 利器 星 项目 合作 合作伙伴 伙伴 网络 唯一 客流 增长 生态 生态系 生态系统 系统 先驱 旨在 在建 建立 完全 闭环 生态 生态系 生态系统 系统,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwUpwgVXsAAln2M.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FwUpy83WIAAPwwd.jpg')], videos=[], animated=[])",2,1,2,0.77,Positive
173,173,1658367997264924672,1437331448197890048,huhuiyyds,2023-05-16 07:05:16+00:00,新加坡,救治 不了 银行 到底 没有 有人 知道 一家 倒闭 美国 美国银行 银行 行会 每次 危机 爆发 过程 中西 中西方 西方 资本 贪婪 本质 驱动 试图 救治 措施 找到 残喘 空间 监管 机构 破坏 规则 饮鸩止渴 止渴 整个 个体 体系 往后 后退 退步 美联储 联储 政策 认为 美国 美国银行 银行 危机 罪魁 罪魁祸首 魁祸 祸首,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwO0nYDaEAAxzyG.jpg')], videos=[], animated=[])",1,0,0,-0.68,Negative
174,174,1658124976455655424,1306497828122812417,GMGNmoon,2023-05-15 14:59:35+00:00,,狗 庄 入场,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
175,175,1657785836069588994,1368073109035773955,bangzhu_bz,2023-05-14 16:31:58+00:00,新加坡,以下 下划 下划线 划线 部分 其实 近 名牌 告诉 ordi 必 okex token,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwGjNPzaUAAc7At.jpg')], videos=[], animated=[])",3,3,3,1.0,Positive
176,176,1656906592363905024,1437331448197890048,huhuiyyds,2023-05-12 06:18:10+00:00,新加坡,美国 区域 银行 PacWest 再度 暴跌 年初 已经 跌 超 相关 银行 Western Alliance 连连 连发 发声 发声明 声明 真的 没事 银行 面临 新 压力 美国 存款 保险 保险公司 公司 FDIC 昨天 天公 公布 评估 评估费 费用 一个亿 亿美元 美元 账单 PacWest 结局 不容 不容乐观 乐观,"Media(photos=[], videos=[], animated=[])",2,1,0,-0.78,Negative
177,177,1655949769666347010,1368884246513733635,BTCdafa,2023-05-09 14:56:05+00:00,Central & Western District,出 一半 半格 格局 一半 看看 好玩,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
178,178,1655872008352321536,1588791684170928128,Jiu_Cai_Ge,2023-05-09 09:47:06+00:00,Hong Kong,之前 奶 这么久 突然 爆发 币 安 NFT 市场 宣布 支持 BRC 后期 看来 BRC 流动 流动性 性能 得到 提升 抄 BRC 波 热度 刀 刀 抄 一点 空气 慎重 单,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvrW0O5akAEDlBW.jpg')], videos=[], animated=[])",13,1,6,0.23,Positive
179,179,1655871483514855426,1455455718690070529,DimensionAnaly,2023-05-09 09:45:00+00:00,,curves surged holidays lost gains pace 大宗 商品 海运 交易 策略 人民 人民币 价格 价格指数 指数,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvrV9zfaYAAWVes.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
180,180,1655849020143845376,1520313709373100032,luolige414,2023-05-09 08:15:45+00:00,,同期 上线 几只 代币 比较 一下 能行 不能 能行,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvrBWrRaEAIXfOa.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FvrBecWacAERTx4.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FvrBub_aYAAnO7c.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FvrB4xQagAABCBW.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
181,181,1655845618559090689,1391774039996203008,xiaoqianbao,2023-05-09 08:02:14+00:00,ordinals,警告 告警 警告 不要 充值 代币 不到 账 不会 客服 处理 币 丢 不会 有人 处理,"Media(photos=[], videos=[], animated=[])",1,0,0,-1.0,Negative
182,182,1655782893086728192,1444968327516852225,Cryptoghost_CG,2023-05-09 03:52:59+00:00,Mars,铭文 太多 过来 完全 过来 疯 疯 上架 造 富 效应 今天 所交 交易 越来 越来越 越多 新人 BRC 铭刻 铭文 文卷 GAS 费 苦 很久 矿工 乐死 神 鱼 总 鱼池 一天 赚 几百 几百万 百万 万刀,"Media(photos=[], videos=[], animated=[])",1,0,0,-0.05,Negative
183,183,1655760395108515842,1368073109035773955,bangzhu_bz,2023-05-09 02:23:35+00:00,新加坡,猴子 大佬 进军,"Media(photos=[], videos=[], animated=[])",3,0,0,1.0,Positive
184,184,1655758946660130816,1368073109035773955,bangzhu_bz,2023-05-09 02:17:50+00:00,新加坡,目前 brc 赚钱 机会 ordi 肯定 定会 会上 币 安 有空 空间 bank OK 基本 基本上 百分 百分百 社区 基础 太好了 mint 持 币 地址 破 bank 名字 号 发 交易 交易量 目前 前排 第四 币 共识 强 老外 外用 用户 非常 很多 新币 老 币 高 回落,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fvpv2qRakAAyjcZ.png')], videos=[], animated=[])",7,2,7,0.72,Positive
185,185,1655590510583595012,1522816618606305280,zbc272,2023-05-08 15:08:31+00:00,,下午 剩 果断 顶 高 gas 张 刚 打完 小时 不到 比特 发出 上线,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
186,186,1655453974752014338,1522816618606305280,zbc272,2023-05-08 06:05:59+00:00,,剩 打点 防身,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvlahUCaEAA9xCA.jpg')], videos=[], animated=[])",0,0,1,0.0,Neutral
187,187,1655569786913579008,1547406634406014976,MrBigCat_9,2023-05-08 13:46:10+00:00,"New York, USA",太 夸张 跑步 步进 进场 冲了,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvnD8RMXsAMXrWP.jpg')], videos=[], animated=[])",4,0,0,-1.0,Negative
188,188,1655553174865072128,925938812131295233,alltokens,2023-05-08 12:40:10+00:00,uniworld,目前 看来 gate 上线 brc 代币 暴涨 bank 明天 中午 上线 gate 今天 暴涨 倍 bank launch gate tomorrow raised guess,"Media(photos=[], videos=[], animated=[])",1,1,2,0.0,Neutral
189,189,1655553025765945350,892209212557623296,HB_Invest,2023-05-08 12:39:34+00:00,,启用 年老 老账 账户 炒作,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fvm0jXhagAAoktp.png')], videos=[], animated=[])",0,0,0,0.0,Neutral
190,190,1655547530514673665,1317035071820288001,TALU_Chan,2023-05-08 12:17:44+00:00,,继 上锁 之后 即将 上线 如果说 没有 公布 没有 nals Ordi 形态 完美 美的 ORDI 持有 持有者 信念 社区 可能 nals,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvmswDgaMAEF_JI.jpg')], videos=[], animated=[])",6,3,1,1.0,Positive
191,191,1655534290577547265,1547406634406014976,MrBigCat_9,2023-05-08 11:25:07+00:00,"New York, USA",说话 对了,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvmjovMagAMbj0L.jpg')], videos=[], animated=[])",2,0,0,0.0,Neutral
192,192,1655507441101213696,1588791684170928128,Jiu_Cai_Ge,2023-05-08 09:38:26+00:00,Hong Kong,涨 几百 几百倍 百倍 热门 龙头 币种 百倍 BRC 猜 关注 明天 天公 公布,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvmLPnxaMAEEWiM.jpg')], videos=[], animated=[])",10,0,1,1.0,Positive
193,193,1655460460769206272,916575948740243456,ETHgotomoon,2023-05-08 06:31:45+00:00,,BANK 币 最佳 选择,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
195,195,1655051625315336198,1625816789400817664,Jn1VFHS2GsSGjzZ,2023-05-07 03:27:11+00:00,,brc 生态 持 币 第二 前景 无限,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvfsrN2aQAI9D0Q.png'), MediaPhoto(url='https://pbs.twimg.com/media/FvfsrYMakAA0RnC.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FvfsrnSaIAIztvK.jpg')], videos=[], animated=[])",3,0,3,1.0,Positive
196,196,1655048537691000833,1368073109035773955,bangzhu_bz,2023-05-07 03:14:55+00:00,新加坡,bank 共识 群 分钟 满 艹 目前 持 币 地址 第二 mint 阶段 brc 诞生 mint 唯一 唯一一 一一 老外 成本 国人 很多 bank 银行 太 炒作 btc 诞生 生就 打倒 银行 无主 主权 货币 号 发行 可能 bank 即将 出圈,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvfpRjcagAAMT7j.jpg')], videos=[], animated=[])",6,0,3,0.5,Positive
197,197,1655040875951697922,1593979823856447488,xiaoqwyop,2023-05-07 02:44:28+00:00,,brc pepe 赶快 快冲,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fvfi5klakAIauXq.jpg')], videos=[], animated=[])",7,2,2,0.0,Neutral
198,198,1654944302441848832,1434703637679251459,AotuQuant,2023-05-06 20:20:43+00:00,Newland,快 MINT 完 人数 突然 增多 一手,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FveK8xaaIAAgPXB.jpg')], videos=[], animated=[])",0,0,0,-1.0,Negative
199,199,1654932389288890368,1502204753040003074,Richard202203,2023-05-06 19:33:23+00:00,,来来 来来来 来来 一起,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fvd_qMQakAACWQB.png')], videos=[], animated=[])",4,1,1,0.0,Neutral
200,200,1654888002169245696,1423507435671543808,GamefiNewsio,2023-05-06 16:37:00+00:00,Hong Kong,上面 注意 gas 费 使用 推荐 推荐值 可能 导致 mint 失败 哥们 mint 贪便宜 便宜 可能 导致 gas 费 打水 打水漂 水漂 gas 费 小事 小事儿 事儿 没有 得到 bank 大事,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvdX3h7aIAIdITd.png')], videos=[], animated=[])",1,0,1,-0.3,Negative
201,201,1654840570240716801,1462297308838924288,Mashuai521,2023-05-06 13:28:32+00:00,,brc 输入 错误 血泪 教训 tmd 每张 写成 根本 卖不掉 不掉 他妈的 没了,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvcskoKaUAAQweY.png')], videos=[], animated=[])",1,0,1,-1.0,Negative
202,202,1654291394889125891,1340290585844875264,vivanhan_crypto,2023-05-05 01:06:18+00:00,Taiwan,GM 隨 著 更多 銀 行 垃圾 幣 樣 歸 還 覺 銀 行 體 系 安全 嗎 證 明 比特 幣 未 來 衝 萬 開 啟 大牛市 牛市 哈哈哈,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvU5QCYaEAEXcpe.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
203,203,1654015705371774976,1437331448197890048,huhuiyyds,2023-05-04 06:50:48+00:00,新加坡,老狐狸 狐狸 继 硅谷 银行 签名 银行 倒闭 之后 最终 倒闭 最后 摩根 大通 第一 一共 共和 银行 传出 流动 流动性 枯竭 美国 美国联邦 国联 联邦 储蓄 保险 保险公司 公司 厉声 要求 接管 卖 JP 摩根 一路 绿灯 手法 堪称 稳准狠 显然 蓄谋 蓄谋已久 已久 猎物 大餐,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvQ-g6FaYAIZ3RL.png')], videos=[], animated=[])",2,0,0,-1.0,Negative
204,204,1653364378790658048,195242084,carmen0331,2023-05-02 11:42:40+00:00,Hong Kong,bank 嘅 時 候 號 坐 咗 陣 飲 杯 嘢 嘅 時 候 號 話 電 腦 系 統 啲 問 題 搞搞 搞好 喇 個 toilet 咁 返 嚟 嗰 姐 話 經 過 咗 號 拎 過 張 飛 個 What 冇 咁 快 吖 附近 冇 toilet 行 千 色 匯 前 後 係 鐘 啫,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvHuIt3aEAAM5fV.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FvHuI_HaEAAb5lt.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
205,205,1650455889248243712,1266998572110827520,CBaaghitv,2023-04-24 11:05:22+00:00,,亚洲 亚洲开发银行 开发 银行 银行业 银行业务 行业 业务 突破 亿美元 美元 大关,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
206,206,1646045142107959296,82299136,mychinapress,2023-04-12 06:58:38+00:00,"Malaysia, Kuala Lumpur",国 行 银行 大佬 没 采取 堵截 行动,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FtftU5DacAAhIiy.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
207,207,1646031260001894401,1455442625973014532,Cryptoluch3,2023-04-12 06:03:28+00:00,Hong Kong,好像 稱 香港 第一 間 虛 擬 銀 行 將 作 為 客 戶 結 算 銀 行 允 許 們 交易 交易所 所存 存入 加密 貨 幣 後 港 幣 人民 幣 美元 取款 過 認 為 關 注 點 將 不知 知道 麼 時 候,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Ftfgs7GaQAI52dn.jpg')], videos=[], animated=[])",1,0,1,0.0,Neutral
208,208,1645992277641396226,1417834970207244294,BTC_Chopsticks,2023-04-12 03:28:34+00:00,metaverse,香港 银行 推出 加密 货币 兑换 账户 服务,"Media(photos=[], videos=[], animated=[])",101,101,0,1.0,Positive
209,209,1645687626551160832,1275978112480587776,PribizcoA,2023-04-11 07:18:00+00:00,,英 仕 曼 CEO 美国 美国银行 银行 银行业 行业 动荡 持续 两年 股市 大跌 全球 最大 上市 对冲 基金 英 仕 曼 集团 Man Group 首席 执行 执行官 卢 克 埃利 埃利斯 Luke Ellis 认为 银行 银行业 行业 动荡 尚未 过去 美国 美国股市 股市 面临 更多 痛苦 埃利 埃利斯 表示 银行 系统 混乱 可能 持续 两年 规模 规模较 地区 地区性 银行 倒闭 风险 高,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fr36iKkaIAAXbI8.jpg')], videos=[], animated=[])",0,0,0,-0.81,Negative
210,210,1644550919944822786,1347943129815519233,shawnchen_eth,2023-04-08 04:01:08+00:00,taiwan,前 十大 股 東 BOA 這 個 真 有趣 來 認 為 加密 貨 幣 趨 勢 擋 不住 表面 抵抗 實 際 避 險 投入,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FtKeV1paAAA3URG.jpg')], videos=[], animated=[])",2,0,0,0.33,Positive
211,211,1644223227085094912,1275978112480587776,PribizcoA,2023-04-07 06:19:00+00:00,,高盛 欧洲 银行 股 反弹 时机 已成 成熟 彭博社 报导 高盛 高盛集团 集团 策略 策略师 师表 表示 欧洲 银行 股 势 反弹 金融 金融危机 危机 担忧 此前 几乎 抹 这类 类股票 股票 涨幅 该行 策略 策略师 风险 加剧 基本 基本面 不再 非常 常有 有利 银行 行板 板块 最近 大跌 呈现 呈现出 现出 非常 上行 潜力,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fr1Dq3UacAMn8Ts.jpg')], videos=[], animated=[])",0,0,0,0.35,Positive
212,212,1643513551011676160,1275978112480587776,PribizcoA,2023-04-05 07:19:00+00:00,,高盛 恢复 欧洲 银行 债 增 持 评级 高盛 高盛集团 集团 策略 策略师 欧洲 银行 银行债券 债券 评级 从中 中性 上调 调至 增 持 扭转 几天 前 决定 高盛 策略 策略师 一份 报告 写道 该行 行业 中性 评级 已不 不再 合理 瑞银 收购 瑞 信 未来 道路 提供 清晰 指引,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrrAAfeagAYkjGW.jpg')], videos=[], animated=[])",0,0,0,0.61,Positive
213,213,1643306688878092289,195242084,carmen0331,2023-04-04 17:37:00+00:00,Hong Kong,媽 咪 轉 銀 行 真 係 嘥 時 間,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fs4yuBLaMAEEvlD.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
214,214,1641815396620832768,1263098097011290113,arshouinvest,2023-03-31 14:51:08+00:00,,今次 將 會 公 開 一下 組 合 目前 頭 持股 表 現,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsjmYETaQAELT6f.png')], videos=[], animated=[])",0,0,0,0.0,Neutral
215,215,1641379868008153088,1417834970207244294,BTC_Chopsticks,2023-03-30 10:00:30+00:00,metaverse,泰国 考虑 取消 K 零售 限制,"Media(photos=[], videos=[], animated=[])",130,131,4,-0.33,Negative
216,216,1641352537696600064,1417834970207244294,BTC_Chopsticks,2023-03-30 08:11:54+00:00,metaverse,美 國 財 政 部 高 級 官 員 表示 銀 行 失 敗 沒 直接 作用,"Media(photos=[], videos=[], animated=[])",168,175,3,0.0,Neutral
217,217,1641088757544935425,1579365288604094464,zhshnigi4,2023-03-29 14:43:44+00:00,,亿 瞬间 归零 硅谷 银行 签名 银行 暴跌 超过 拜登 尽力 危机 未结 结束 instant return Silicon Bank plunged I The crisis,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1641088433027432449/pu/img/a1SqR_E0Azw675Jy.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1641088433027432449/pu/vid/480x854/Mi5JNf6Wk-yFyeoa.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1641088433027432449/pu/vid/320x568/kTeYZWTRD7-ywZ2h.mp4?tag=12')], duration=12125, views=None)], animated=[])",1,1,1,-0.5,Negative
