,commenterID,UserName,Date,Text,Polarity,Sentiment
449,UCISFD6Ai6JRwxEA75haqDpw,@4rwerwer,2023-04-12 16:41:06+00:00,hoff kommt krypto reich,0.7,Positive
448,UCzrzJxjlxU_HOSpCwEnZSqw,@galantaithomas5540,2023-04-13 16:02:14+00:00,polit planwirtschaft geschickt imm gescheitert gelddruckerei helikoptergeld erzeugt inflation logisch zentral notenbank einzig wahl gegenwirk zinserhoh wirtschaft lauft schlimm immobili auto wahr kredit lauf mehr richtig kredit fall komm erneuert helikoptergeld inflation klettert hoh todlich spiral komm weiterhin polit verruckt fanat regel klima gesetz erledigt,0.5,Positive
1767,UC3JkfSVmUCyJu2Mp02vuQog,@drsusanbenson2613,2023-04-14 06:54:42+00:00,handelaar stuart michael duidelijk best geïnvesteerd maakt binn dag winst voor zijn succesverhaal overal,0.0,Neutral
447,UCCduge3paWxQrEObBmsrIXQ,@sahina.5206,2023-04-14 13:17:18+00:00,schlimm steuerzahl,-1.0,Negative
2278,UCZO08b7vRmBTk1qZUjG410w,@4GrammKupfer,2023-04-15 12:19:48+00:00,diba geht erst pleit,0.0,Neutral
2277,UCwlkBcPj8fBx0wdztnqBvyw,@timbo8140,2023-04-17 16:44:19+00:00,fall weltfinancrash sich,0.0,Neutral
446,UC5_1fV5rBfofjXXBriRXwtg,@nushineb,2023-04-18 01:12:34+00:00,brauch basel vielleicht,0.0,Neutral
445,UCROMXv10wpfplVZOEhTML-Q,@MAESTROofCOD,2023-04-18 14:29:47+00:00,bitcoin fix this,0.0,Neutral
3691,UCoB4v-rHfr7qogQprRnnt7Q,@lidijalincender461,2023-04-23 17:04:08+00:00,papa schiffsfond investiert verlor bank gesagt erlitt vat herzinfarkt,0.0,Neutral
1975,UCfLO0ChFuZCZ1LmhnKh0MPg,@michaelbayer5887,2023-04-29 09:54:26+00:00,umverteil irgendwo knet wallstreet littl littl song amanda lear aval kredit bank bank yellow,0.0,Neutral
1974,UC1ou1bphbqMUxtDv7c4nH3g,@JurggenDietrich,2023-05-04 00:40:02+00:00,anstatt schwierig zeit furcht sollt darauf vorbereit klug anlageentscheid treff langfrist erfolg positioni vergang geseh markt imm erhol dadurch sturm ubersteh gestarkt daraus hervorgeh,0.15000000000000002,Positive
444,UCT6lkLW0gHNEOkXvM9XPRzQ,@wolfgangschweizer7093,2023-05-05 09:59:44+00:00,bank schwachelt geld zuschuttendi andersdi pur angst,0.0,Neutral
1973,UCyuLdIWzIM1IaKfJuHuR29A,@PhanchaiSiam555,2023-05-05 10:28:14+00:00,sag imm krypto,0.0,Neutral
2557,UCCm4pZ-EjUZ4p7XajlWC5OQ,@lutzphilippines618,2023-05-08 01:10:34+00:00,quotschlimm geht immerquot weis voraussicht kinderlos geblieb etwaig kind zukunft erspar ausgewandert land gaaanz weit graus beobacht europa geht intelligenz scheint fuer deutsch polit ausschlussgrund geword,0.0,Neutral
1972,UCcHlUn9O1UCvW04v28pTnNQ,@akifilter5697,2023-05-10 15:05:10+00:00,amerika england deutschland fùhren weiterhin krieg russland westlich imperialismus beginnt sink,0.0,Neutral
2276,UCKWMwMlqLPw0iaeaA42Kquw,@markusschumann8707,2023-05-10 17:18:48+00:00,gold einzig wert,0.0,Neutral
2515,UCApNl6jxtOnhE7qIwTv_OUg,@simrem7804,2023-05-11 10:02:01+00:00,bankencrash kommt erst herb steht turebrusa zahlungsunfah juni,0.0,Neutral
2514,UC6rki9QbsM5j8AVjwP6s_3A,@melamanie37,2023-05-11 10:13:29+00:00,aufwach menschheit samtlich bereich absolut dringend angesagtbrbrich bleib freigeist denk handel absolut eigenverantwort konsequenzenbrfur viel querdenk verschworungstheoret ganz dichtmir mittlerweil scheissegal andr denkenbrbrin eigenverantwort kopf herz verstand denk handelnbin dankbar hintergrund syst schon lang erkannt brbrich wunsch ganzenin chaotisch zeit gesund kraft stark zusammenhalt glaub gut zuversicht vertrau gluck zufried bereichenbr,0.725,Positive
2513,UC4ioWXzQi_dFWJHRsbIALoQ,@thorsten1548,2023-05-11 10:16:10+00:00,wahr wort viel land pleit wahr lang geht mehr verli schon verlor istwas mitlerweil glaub,0.5,Positive
2512,UCxNRBdH4VrrKXucYkMfRqfA,@michaelakriegler9881,2023-05-11 10:22:35+00:00,seit gefuhlt monat kontinui gross bankencrash angesagt brganz motto irgendwann vorhersag schon wahr brdamit sag quotich hab imm gesagtquot,0.85,Positive
2511,UCXE92mt9P14FNHHXDjEkJEA,@michaelskowronek5109,2023-05-11 10:22:58+00:00,pleit wok quotgesellschaftquot sondervermog zauberstab quothochintelligentenquot,0.0,Neutral
2510,UCo9dh8nc3D7kqiq-fgNstEA,@user-jn9rj7hm6u,2023-05-11 10:25:27+00:00,sieh rhard fendrich lied leb sport spektakula crash grand prix erst richtig fesch,1.0,Positive
2509,UCo9dh8nc3D7kqiq-fgNstEA,@user-jn9rj7hm6u,2023-05-11 10:26:03+00:00,wurd eben silly conn valley bank,0.0,Neutral
2508,UCo9dh8nc3D7kqiq-fgNstEA,@user-jn9rj7hm6u,2023-05-11 10:31:52+00:00,neulich diskussion ueb mehr surr bald schreibt eben nahzieh gier charakterisi,0.0,Neutral
2507,UCw14uJL_NCBuTwo3v07ma7A,@uteweh5902,2023-05-11 10:32:09+00:00,dank gut zusammenfass lieb angi imm toll beitrag person rechn erst fruhjahr crash genau sag niemand kommt seit lang schon sich amen kirch vorsorg angesagt,0.925,Positive
2506,UCo9dh8nc3D7kqiq-fgNstEA,@user-jn9rj7hm6u,2023-05-11 10:33:43+00:00,lehman geldverprass pleit,0.0,Neutral
2504,UCW5YJhRx-S8ZMHmmpocR2Sw,@steffenritter6765,2023-05-11 10:36:30+00:00,grun crasht land quotschon neu weltquot erricht crash dafur sorgt schon deutschdominiert burg dafur dankbar gross frag,0.7,Positive
2503,UCm1qGQRIMqZ6yr8jsm96o0A,@johannesbirchner4446,2023-05-11 10:39:56+00:00,fall unruh geb herb bankensektor pflast prasenti heisst trommelwirbel tada eeuro lasst impf achso,0.0,Neutral
2502,UCGUwGrkJ8KrIRYiTpurw6FQ,@slowspeak7120,2023-05-11 10:40:51+00:00,glaub schlimm edelmetall mehr wert werterhalt gleich inflation,-0.5,Negative
2501,UCDFQzzsRAu-1dxKVab3rRRw,@harald_reich6046,2023-05-11 10:48:51+00:00,holt gekd bank habt moglich,0.0,Neutral
2500,UC1xFqukk7qSw5oqIQ2llhVQ,@Susan-ev1wh,2023-05-11 10:58:31+00:00,vergleichbar situation schlimm,-1.0,Negative
2499,UCqJxXnAl32xGm8H0Q7MP0kw,@Fruchtoase,2023-05-11 11:06:39+00:00,gross fisch ess klein end bleibt gross fisch prinzip einfach,0.6999999999999998,Positive
2497,UCgl3ayLtikJRcVoONmP64fA,@isasagel744,2023-05-11 11:13:49+00:00,bank hintergrund schon uebernomm sinist bank bereit mitzumach wehŕ zinseszinsausbeutungssyst betreib ueberleb voruebergeh sieht duest fuer mensch jedoch konto bald reaktiviert euro bleib neu design einzig mensch muess aufpass digital form ueberzugeh biorobot uns welt verlor,0.0,Neutral
2496,UCAJL7BrQh-woSlDpWf7KPCw,@offspring9087,2023-05-11 11:43:18+00:00,unausweich dennoch gewollt bank crash bereit begonn mundet direkt einfuhr cbdcs einlag bankkund cbdcs ersetzt verlor natur wahl,0.7,Positive
2495,UCUWh544zg-Va239JE61DJeQ,@michele4213,2023-05-11 11:53:35+00:00,hallo angi gut beitrag brhol komplett geld sobald konto unbedingt notwend bleibt draufbrgez zahl schon seit jahr mehr silb gold klein stuckel letzt notreserv auto nachgetankt sobald halbzeit zugehtbrlang haltbar lebensmittel monat eingelagert,0.675,Positive
2494,UCjQ4I4CjsJfXbLBHfZv2pLg,@oliverheups7859,2023-05-11 11:56:54+00:00,geld imm bank konto sparbuch schliessfach kontroll leb verlor wahrst sinn wortesbrdas gilt ebenso versicher,0.0,Neutral
2493,UCUiC-mJvKNNugDhkWT1GDHg,@hhwurster3009,2023-05-11 11:57:14+00:00,sondervermogenschuld wurd ampel absicht gemacht vorgegeb plan lauft,0.0,Neutral
2492,UCZiN0vpoaFOvnsyCLy5-KEQ,@formatnichts,2023-05-11 12:05:56+00:00,kaufkraft sicher erspart silb bess gold,0.7,Positive
2491,UCs56bLPwG4qItjQXhO-iNUQ,@jondoe1215,2023-05-11 12:33:59+00:00,imm sup beitrag durft bald endspiel komm schleus nochmal aufgemacht diesmal geht print komunismus bess bomb,0.0,Neutral
2490,UCW7ccyKCR5My8qRireteqAw,@bejustin,2023-05-11 12:35:47+00:00,spatherb stimm sowohl astrolog martin armstrong armstrong economics vorhersagt total kontroll cbdc sobald moglich komm,0.0,Neutral
2489,UCaD6Snc6uQcpRwMOmSsH7kw,@schnittchen02,2023-05-11 12:36:23+00:00,sicht wichtig,0.7,Positive
2488,UCQyIsSm0UQN1K2eEWiSgKnQ,@svardlive6766,2023-05-11 12:45:28+00:00,wahr grund teilcrash gojim hebel hand halt eigent okonom unsinn system ewig kost gojim kunstlich aufrechterhalt konnt gezielt krisenteilcrash derart auslos leicht defizit stell kunstlich aufstau expert aussieht war auslos bloss quotfehlerquot syst naturereignis,1.0,Positive
2487,UCLzGBgzNGiJS6Ro7Q21KBtA,@michaelbuhle3099,2023-05-11 12:55:38+00:00,schlimm sogenannt bailin bankvoll zugriff kontendi einlagensich person steht papi witz zuerst fall borsennotiert bank deutsch bank commerzbank danach sparkass deutschland,-1.0,Negative
2486,UCZWvHu2xw7-xgQrKx-Y1KcQ,@petramaassen8063,2023-05-11 12:57:29+00:00,angstmachedi klau neu geld mensch,0.0,Neutral
2485,UCcST7_OIXrq_Kt__Cv9IsSg,@simonam1283,2023-05-11 13:21:30+00:00,niemand absicht bargeld abzuschaffenbrorwell,0.0,Neutral
2484,UCmuzBL5bwdnWuZroda7WtBQ,@Thomas-L.,2023-05-11 13:44:18+00:00,lagard sprach digital euro zentralbankgeld herb jahr wohl bargeld schrittweis abgeschafft imm mehr kontrolli,0.0,Neutral
2483,UCHKGyhEHV3Ux60DGflrT8vg,@rolandvonwu2391,2023-05-11 13:57:01+00:00,zusammenbruch mammon wirtschaft bankensyst innerhalb jahr angekundigtbrdanach egoman egowahn erstickenbrbrlemanbrotherspleit glaubt erst kris offensicht wurdebrbrseit corona versucht marod syst vertuschenbrmehr stuck stuck mehr bargeldlos eingefuhrt schliesslich bargeld vollend abzuschaffenbrgenau kommt kurz halft jahrzehnt letzt auftritt antichristenbrspatest geld reich papi wert steht kauf verkauf lebend,0.35,Positive
2482,UCPtFOs7SoflbEimhUrm08UA,@boomerangsruckflug8513,2023-05-11 15:23:02+00:00,gewiss teil zuhaus weg moglich bank crash fall blackout strom geht wed kartenzahl supermarkt bankautomat klein schein notfall fall schwarzmarkt ess kauf witz,0.0,Neutral
2480,UCKZafcHwAs4ZL69MQi8iUpg,@mk5442,2023-05-11 16:30:04+00:00,egal atomkriegbrspass beiseit gottvertrau geht mehr geht geschurt angst kaputt furcht genau gewollt soll angststarr handlungsunfah gehalt,0.0,Neutral
2479,UCSq6xmq9OnakbHhgYZB-z9Q,@alexanderkowatsch3579,2023-05-11 17:12:49+00:00,will mehr darub wiss brquot akti kopf quotbrquot kettn edelmetallequotbrquot ernst wolfquot bleib positiv,0.5,Positive
2478,UCGBDCAzfZHsHFYyC23yAytA,@artbergmann,2023-05-11 19:53:14+00:00,schon vorgeschmack digital zentralbankgeld bekomm mehrmal paar tausend edelmetallreserv konto uberweis einricht neu wohnung kauf crash nacht kommt ernstfall einlagensicher aufzeichn schon risiko schon jemand uberlegt einlagensicher herkomm angenomm gross zinshaus leb leut euro bank garanti dafur verliert,0.7,Positive
2477,UCC2K8uPeyDA60LQUryijY4g,@UKOnation,2023-05-11 21:34:32+00:00,hebt geld kauft klopapi beim nach kasperletheath gold aufgewog brscherz seit warum bank sooo miteinand quotverbundenquot ausgedruckt dafur verantwort arrangiert weg geleitet ganz bestimmt definiert nament bekant quotkastequotbrweit fragerei warum handeln bank unisono beim crash bank wurd schon quotrettungsschirmequot aufgespannt bezahlt habenbr ging ngos kost schliesslich geld kap schon auss billy brund interessiert jemand china schon jhdt jesuit schul wiki engl,0.0,Neutral
2476,UCuYJM3mwi4v7LU1rBhvr3pQ,@nightingale7829,2023-05-11 22:00:28+00:00,paar jahr alt weckruf christoph horstel nmbrbrhochverratspolitikbrvon christoph horstel nmbrzum polit hintergrund brbrquotdi global mafiot strukturiert kartellmacht finanzkonzern menschheit letzt jahr finanzblas organisiert platz mussbrdazu mafiosi korrupt verpflicht polit kartellmedi pharmamafia verpflichtet kris eingebaut wirtschaftszusammenbruch lockdown organisi verdutzt bevolker weltweit vorlug lass quotpandemiequot wirtschaftszusammenbruch ausgelost finanz abgrund zogbrun droh bargeldabschaff zwangsimpf manipulation totalkontroll diktator regi crash quotbrbrkrieg,0.0,Neutral
2475,UC6BbH0U0Z3uboKvOv53nhdg,@rosedewittbukater4203,2023-05-12 04:57:53+00:00,angst sowieso schon verlor,0.0,Neutral
2474,UCrIbcmToW_e8oqOhvfWg7QQ,@frankwegener76,2023-05-12 05:03:57+00:00,dankebrbrjetzt sachwert investi richtig entscheid,1.0,Positive
2473,UCHKGyhEHV3Ux60DGflrT8vg,@rolandvonwu2391,2023-05-12 05:29:14+00:00,bargeld spatest halft jahrzehnt abgeschafft elektronischdigital ubrigbleib brbrdann antichrist sagenbrdu bekomm quotein tell suppequot annimmstbrdenn sooo kauf verkauf konnenbrbrdas end seinbr entwederod gebenbrgottvertrau wund wahr leb versklav geistig ewiglichbrbrreichtum nutzt reichtum arm form landwirtschaft unterkunft verfug stell reich erkenn entsprech tunbrbrall jahrzehnt uberleb,0.2333333333333333,Positive
2472,UCb5i9WerZuvp8Ky_-zmw4Zg,@tataniatata2446,2023-05-12 07:26:34+00:00,kommt kommt bereit,0.0,Neutral
2471,UCmL_JYxaoHE89bBmg0XtPbA,@unbetreutdenken2651,2023-05-12 09:11:44+00:00,aufgibt verlor warum fern schweif abstrakt traumwelt gesellschaft utopi langweil gut liegt namlich beruf gewerb verbraucherverband zusammenbruch kern neu demokrat ordnung einfach aufhor blodsein aufhor polit partei aufhor organisiert inkompetenz stattdess fach sachwiss verbandedemokrati,0.85,Positive
2469,UC7nCHiKf1WBYr11f4yWv3sQ,@LLandi,2023-05-12 22:31:58+00:00,irgend dahergelauf gekauft imm gibt vollig irrelevant finanzsyst end zusammenbruch schon fest bestandteil danach rettung form digitalgeld prasenti,-0.7,Negative
2468,UCqbgmHT0mW3oSpzLFC3Agyg,@smartheadseurope,2023-05-13 13:31:06+00:00,gewerbeimmobili privat sektor purzeln preis bereit massiv,-1.0,Negative
2466,UCQJvL4R3NwlGOXCd9WzU5wg,@danielsun4917,2023-05-16 14:06:46+00:00,dumm verstandnisfrag geld klein eisern resev klein schein munz konto minus minus bankcrash syst crash genirvanat bekomm minuseeuroschuld aufgebrummt,-1.0,Negative
1163,UC69j6R32xl0Dsy--ZF8IgGQ,@edgarerne,2023-05-18 17:57:30+00:00,geld profit geht schweiz bestimmt neutral milliard schurkenstaat lieg schweiz kont,0.0,Neutral
1766,UC22m3S94_6FdsivEsyIgL4g,@detlefsteffen2344,2023-05-22 09:48:42+00:00,euwir gut alt,1.0,Positive
1765,UC04Gdt_-85wzMrE0kVeE5BQ,@bernhardreinisch7552,2023-05-23 19:59:47+00:00,bos alt hex,0.0,Neutral
1764,UC04Gdt_-85wzMrE0kVeE5BQ,@bernhardreinisch7552,2023-05-23 20:01:13+00:00,billard schuld demokrat republiksn einfach scheusslich,-1.0,Negative
1760,UCeyhWs9Pa7gtfbKdDSlrmHA,@thehungergames8918,2023-05-25 15:08:39+00:00,kbal,0.0,Neutral
1759,UCYbXeJqvPjIctp6UcqYCDXQ,@jimcamel666,2023-05-25 15:12:42+00:00,kommentier cool,0.7,Positive
1758,UCcLbWS0mFdfPZzNDHwe3Dfw,@SuperTansania,2023-05-25 15:14:59+00:00,gross dankeschon ernst wolff,0.7,Positive
1757,UCUEG4Rli8x-HllRPJ7HFHWg,@Nr.1Pan_Staszek,2023-05-25 15:17:11+00:00,daum hoch,0.7,Positive
1756,UCpdujYJzGHvkgkkOpfGQtoA,@kurtc2439,2023-05-25 15:17:41+00:00,geil stund schau heut,0.7,Positive
1754,UC8j9Wan6QL5SARHfpCxxckg,@thebigpicture5712,2023-05-25 15:20:33+00:00,cod best wolf,0.0,Neutral
1753,UCQocEOGn1tr6LNarC4j8qBw,@rere6041,2023-05-25 15:28:50+00:00,wohl quotspaterquot tablet anschau imm gern wollf quotgewinnbringendquot,0.0,Neutral
1752,UConYT7PoG1uEk9igoT4TmbQ,@tinaengel4770,2023-05-25 15:28:59+00:00,herr wolff dank arbeit kanal,0.0,Neutral
1751,UCaE2L8ZNY2H-mvoUyfvAuQg,@knutnieder2732,2023-05-25 15:34:00+00:00,lag imm ernst,0.0,Neutral
1750,UCwSl5XRU18cI9j0FqhRQpQw,@peterarns4461,2023-05-25 15:57:32+00:00,black rock davon fuhlt verfolgt edal video minut black rock,0.0,Neutral
1749,UCQdJH8i1PFzY4njY-x_0gjw,@sonja3333,2023-05-25 16:02:10+00:00,ehrenmann dank lieb herr wolff,1.0,Positive
1748,UCwRBHlcQzd_M5BfM6CEMWiA,@gertraudewenz9058,2023-05-25 16:21:02+00:00,unfassbar sprachlos schau verlog ausser bundestagsabgeordnet systempartei bundestag,-0.7,Negative
1747,UCirMrB4LBJZjB8XWPnftKtw,@micheltheflambonian,2023-05-25 16:28:24+00:00,bunt herr wolff ansolut grandios toll publikum,0.85,Positive
1746,UCWxOQH61Dg0Cgb8uBLypVhw,@arnostadelberger5392,2023-05-25 16:30:12+00:00,stimmt allesbrwo nachvollziehbar quellenbrthomas rop russland ganz ansicht liefert imm quellenbr gern offent ernst wolff unterhaltenbrern wolff mocht anschein nichtbrein begrund bekanntbrzur meinungsbild war jedoch hilfreich gesprach verfolgenbrbrern wolff arbeit schatz ganz sich stimmtbrein gemeinsam gesprach war sinnvoll wichtigbrdas schad herr wolff erklar verweigert,1.0,Positive
1744,UCQ0zqLlowpffabOdaj1XefQ,@michael-thomasschuster9222,2023-05-25 16:45:58+00:00,wieviel mensch sitz raum schatz arbeit witz,0.0,Neutral
1743,UCsbjYabkk7cA9rWaI-mKHOQ,@D18699,2023-05-25 16:48:02+00:00,viel dank info arbeit,0.0,Neutral
1742,UCBFqlpfKhLRVEGM2DDcLxKA,@AnarchiaOmendi,2023-05-25 16:51:30+00:00,dank wolf sap aud,0.0,Neutral
1741,UCQzJM_wi3dROgTP5cuDIQZw,@andreameissner1479,2023-05-25 16:53:50+00:00,gerad welt aufgeteilt nennt multiporal weltordn best auswand einsam insel geld dafur ruh kokosnuss aff,-0.7,Negative
1739,UC8vFfR7c16DSZOg1Cp2914w,@greywolf-chief8960,2023-05-25 16:56:14+00:00,glucklich mensch gibt aufklar praktisiert,0.0,Neutral
1738,UChR_ZxFERXp_1RsuwqYzPOA,@thomasbrunnbauer6934,2023-05-25 16:56:18+00:00,jawir lass zudass gaun regi einfach mehr mitmachenso einfach war esab schau vernichtet,0.35,Positive
1737,UCtnTgYnlbvUC4KEcGSOd0uQ,@kleingeldmeister,2023-05-25 17:01:10+00:00,irr herr wolff leid freimaurergrundmotiv gezielt dezimier menschheit jahr zeigt variantenreich imm neu plan agend wiss nutzt stet method variant ausfuhr betraut schild motiv klar herauszustell losungsmog erort trau trotz evtl lebensgefahrbrdi grun gefordert kunstdungerfrei landwirtschaft unmittelbar drittel menschheit verhung lass gesichert zahl,1.0,Positive
1736,UCQKt-vgGP1oeC8JnkJZSDKQ,@harrysu5744,2023-05-25 17:08:36+00:00,umfangreich viel dank muh allerding frag schritt leicht verfolg musst sogut mittelmass investmentbank mitbekomm interessiert normalo verfolg passiert geheimhaltungsaspekt operation vielleicht track wirklich plan ganz ablenk,0.6666666666666666,Positive
1735,UCQKt-vgGP1oeC8JnkJZSDKQ,@harrysu5744,2023-05-25 17:14:37+00:00,wart immernoch quotich interessant gast heut ernst wolff richard precht sahra wagenknecht marc friedrichquot markus schwanz,1.0,Positive
1733,UCduqYs5FutYuHHLto6t7PSQ,@KayKay-dn6zk,2023-05-25 17:22:18+00:00,viel dank kompetent aufklar,0.5,Positive
1732,UCnw8HJrzzUTvJll3d8OYmrg,@alexanderhoffmann3355,2023-05-25 17:28:40+00:00,sup imm,0.0,Neutral
1731,UCcbBzyi-fncWN_aChioRvqA,@AIwithDom,2023-05-25 17:31:53+00:00,dank unglaub einsatz ernst viel negativ aussieht felsenf uberzeugt gut imm gewinn gescheh,0.0,Neutral
1730,UCB7uAzKuZ9g0A6uDnuvra_A,@nachteule5037,2023-05-25 17:34:12+00:00,dank wolff wallstreet,0.0,Neutral
1729,UCciTEw8J9jJJQCQgG_j8HQg,@scounterscounter6702,2023-05-25 17:39:33+00:00,unddi imm quotmangelnderequot schulbildungeigent namlich ganz leicht durchschaubarund gegensteuerbarab braucht wiss esprit lebenslang training welt krieg offenbart,0.0,Neutral
1728,UCPQZ15rt2-n5GrQ4himVMvA,@ninoweihaar9475,2023-05-25 17:45:44+00:00,billion dollar china zusamm vermogensverwalt black rock aladin konzentration kapital,0.0,Neutral
1727,UC8rE7Qf6NcfH121ym9JpXDA,@dynamite3482,2023-05-25 17:46:02+00:00,herrlich comedy wirft,1.0,Positive
1726,UCP4jjnLgqWesMiN-0RWnYRg,@kartaltanaka8,2023-05-25 17:46:53+00:00,marchenerzahl ernstbrd digitalfinanziell komplex,0.0,Neutral
1725,UCcgHqlnZaIzYv8SyvyBtHfA,@Dan_Pol_,2023-05-25 17:48:08+00:00,href black rock vanguard fidelity statestreet,0.0,Neutral
1724,UCMffOH18jD_UHxs0F0uTyOg,@melrose-foto,2023-05-25 17:53:20+00:00,vielleicht zuvor moglich tot einasch lass seit sich schon,-1.0,Negative
1723,UCQDdlJMwsANvlNwo9IZjHSQ,@frankferger6006,2023-05-25 17:57:33+00:00,best gebt mann best sendezeit kanal,0.0,Neutral
1722,UCc5a9kyafo51DzyzO2xHn-g,@sarebourasbahrain229,2023-05-25 18:01:09+00:00,mud ernst wolff hor macht dank,0.0,Neutral
1721,UC1-4V7pIXswr3MPTbunP7ig,@bohuslavbeno9135,2023-05-25 18:01:36+00:00,ernst klass,0.0,Neutral
1720,UCF5jAqF4HIc-BLHT6VeRLbw,@MrScidan,2023-05-25 18:07:38+00:00,best mann mann durchblick,0.0,Neutral
1719,UC6et_WM-uLMQ2Ts94S1F7Rg,@TonyJaa1984,2023-05-25 18:18:48+00:00,viel dank brich verfolg seit anfang konstant video unfassbar gut zusammenfass vergang jahr seit quotgesundheitskrisequot hilft dabei nochmal gedank sorti entwirr durchblick gegenwart geschehnis bewahr sowi zukunft gewappnet,0.5666666666666667,Positive
1718,UCrdLp-dPfWzS7iU_DYVgUUw,@OzgurOktan-xd9be,2023-05-25 18:23:25+00:00,turkei dageg resistent brstrom kostet lach cent,1.0,Positive
1717,UCdU6xJS0rscw_lfMhdfWRcw,@khosrofakhreddini7824,2023-05-25 18:23:59+00:00,dank ernst program grad main stream fehlt,0.0,Neutral
1716,UCcabc_SGM2GccGil3bk8LJQ,@habibsattay1064,2023-05-25 18:37:11+00:00,sorry mann hamm mach sorg sich,0.0,Neutral
1715,UCK6i86630ULpSFQxWMw7pSA,@irocode,2023-05-25 19:00:16+00:00,klig mann,0.0,Neutral
1714,UCsbjYabkk7cA9rWaI-mKHOQ,@D18699,2023-05-25 19:00:17+00:00,viel dank vortrag,0.0,Neutral
1713,UCcabc_SGM2GccGil3bk8LJQ,@habibsattay1064,2023-05-25 19:01:34+00:00,leut warum glaubt ernst wolf seit jahr abonnent,0.0,Neutral
1712,UCBdq7-oKeDs5r5Nw7MLHTLQ,@gigischmidt7545,2023-05-25 19:03:15+00:00,wunderbar herzlich dank herr wolf frag teil welt horror gefeit,1.0,Positive
1711,UCB_OEQnqovzkAwvdPtQxC4g,@thutursula9159,2023-05-25 19:03:50+00:00,herzlich dank herr wolf lieb gut weiterhin bleib gesund,1.0,Positive
1710,UC9V0y54rUXkWA4tGQ9bsfsw,@mapidji5352,2023-05-25 19:05:41+00:00,bos fall aufgebautbrdi unterscheidet websit digital zentralbankgeldbr privat geld fiatmoney bank geschaff kont bankkund liegendbr offent geld bargeld zentralbankgeldbrwir offent geld zustandigbrbrim fall systemcrash wahrungsreform bankkund konto zentralbank anbiet option kund privat geld neu digital zentralbankgeld umzutausch freiwill zugreif vermeind geld rett schon freiwill euro akzeptiert sklavengeld,1.0,Positive
1709,UC9As1lCWV-kwXMUqMrARxkw,@Mountainrose10,2023-05-25 19:07:40+00:00,dank lieb herr wolff unermud aufklarungsarbeit perspektiv gemeinsam bring,1.0,Positive
1708,UC2drMCoWwzHYKD9dMK1sXZQ,@giselareymann5169,2023-05-25 19:10:12+00:00,ernst wolff sagt wahrheit unfassbar schlimmbr unglaub weit grenzenlos gier verantwortungslos machtpolit geh konnenbrwir viel wenig zulass durchsetz konnenbrund davor bewahr gottbrwarum gibt mensch ernst wolff stabil regier volksgerecht regiertbr war best finanzminist vorstell konntebrmein hochacht erbrich hoff trotzd digital geld kommt syst mensch mensch,-0.10000000000000002,Negative
