,commenterID,UserName,Date,Text,Sentiment,Polarity
3018,UC9fyaetWNLMh190FwzNBFYw,@fabiocontini2081,2023-03-14 15:31:26+00:00,sol poch spicciolibrcomunquebrtutt croll,negative,-1
2665,UCuFYf3C_Di8JE-NC176hD3w,@AlejandroR91,2023-03-14 15:32:57+00:00,estos gobiernos imprim diner com nad dol eur yuan cad tendràn menos valor tant tener bitcoin import larg plaz brbryo personal compr pequeñ cantidad bitcoin todos meses acumul par ten durant dècadasbrbrrecordad bitcoin algo limitad cad ser valios pur ofert demand,positive,1
2664,UC-jxwa1hJ1FutaQDNCjSbdw,@Galaxy_Empire_pilot,2023-03-14 15:35:58+00:00,algo dic volveremos tener nuev crack,negative,-1
3017,UCdN3kAuOZ1BgojoEqVzVOHQ,@BlackRoseImmortal75,2023-03-14 15:41:28+00:00,serv altre prov cap sistem capital borsist fallac insosten vampir ben delleconom tantomen person crack arriv orma allarg mond quotoccidentalequot cris ciclic divent frequent stupiamoc star gall econom dev entrar migliai clandestin dispost fars sfrutt post,negative,-1
3016,UClPrTwHzzfAm7XMZ2Kf5ljA,@bernardocoltellacci8506,2023-03-14 15:43:23+00:00,cort megl vide dettagl lung dur riguard cris giust permett espert settor riusc farc ide poter far confront situazion odiern pass,positive,1
4010,UCq4EwJznX9Q7wiVHRhKDBXA,@djmaxkey7863,2023-03-14 15:45:35+00:00,second pianific cred sapp qualcos,positive,1
2663,UCpCBPD1mLxOkd5eOl4oXrRw,@KevinAM1694,2023-03-14 15:48:04+00:00,trabaj servic client par banc gent esta nervios esto,positive,1
3015,UC1jTEYp1jKdRl5wNXTVJHHg,@lucacane-fitnesspertutti,2023-03-14 15:50:53+00:00,stat chiar inter grand ragazz,positive,1
3014,UCeyPfktB6ztPmuqeyOn-KSA,@rossanabachiorri833,2023-03-14 15:50:58+00:00,propr ver sold sbrocc,positive,1
3013,UCgEE-pcjLBfSwhu4Y79z0KA,@marcospinelli6137,2023-03-14 15:56:09+00:00,poss permett preoccup per daltr cant ogni volt istit chiud giorn nott risc altri istit vad dietr present sper situazion rientr,negative,-1
2662,UCyX1MJLXsKKUHXt71P3D-cw,@avatar8993,2023-03-14 15:56:38+00:00,jajaj nad habl depositos papel valor cont lavador activos dudos procedenc poner marc gran resete gracias todos zurderos usan prop banc jajaj ahor tienen nad felices jajaj,positive,1
2661,UClrmeASUrpb5ZlOu3G_-0aw,@thecrashofneo,2023-03-14 16:00:14+00:00,dal lik piensas perdid millones asustaron retiraron hiz perder millones bres insòl casualidad subid interès todos necesiten diner brfu mied hiz entrar pànic perdid mill todos retiraron hicieron dañ mayor,negative,-1
2659,UCFoU40gnUcLL4r2oo3Ff6YQ,@robertorivera1202,2023-03-14 16:11:19+00:00,vivimos tiempos interesantes,positive,1
2658,UCHToR0LmFYzI0eEydLtCvTA,@El_GameBoy,2023-03-14 16:12:44+00:00,problem mundial esto problem gring capaz europe,negative,-1
2657,UCjXVXmqcyLNgROhQ9_XwRrA,@vadostv287,2023-03-14 16:12:45+00:00,luck imponen sanciones economicas rus quiebran bancos gringos,negative,-1
2656,UCPpHRQccSQlhkZN8j7TgfBQ,@levioropeza3175,2023-03-14 16:16:11+00:00,recuerden despuès regul hiz reform par regul grandes bancos per regionales permitìan hacer operaciones riesg invert criptos acciones especulativas tecnològicas beneficiosetc permitieron sac rentabilidades mientras estuv bien asunt esto concluy estar afectados fuertement bancos regionales per alta medid grandes,positive,1
2654,UChKvM7X4E-DxsHr7OSm18DA,@jorgetrejo6705,2023-03-14 16:17:04+00:00,per objet sanciones econòmicas colaps sistem bancar rus per final revès,negative,-1
2653,UCnvJ3uj5QEgVun72lNze3Yw,@Magno00,2023-03-14 16:17:52+00:00,reserv federal igual todos bancos centrales sol deben pleitesì diner pertenecen ningùn paìs sol escudan ellos com ejempl reserv federal eeuu par hag braz armad luch sistem estil vid impuest estos gànster ruin lamiser desigualdad mundoy esta gent tienen ningun empatì nad nad tambièn apoy grandes organismos com otan este braz armand algùn paìs qui sal tiest mand ràpid par implant quotdemocrac libertadquot occident medios comunicaciòn hacen rest par tenernos quotinformadoquot quièn realment maloy sobr tod nosotros quotbuenosquot,positive,1
2652,UCnvJ3uj5QEgVun72lNze3Yw,@Magno00,2023-03-14 16:18:46+00:00,fuer patròn dol,negative,-1
2651,UCRlz-rlop5YX03-mcAgfHwg,@nestorraulmarino1207,2023-03-14 16:19:02+00:00,desd ayer stabl coin recup paridad dol,negative,-1
2650,UC7ldnZSa0xGvqvPjA94Y-9g,@rodolfoquezada2888,2023-03-14 16:21:15+00:00,wowwww pas suceder dig esto viv mexic situaciòn mism caìd bols mexic dond mejor invert inversiones plaz generab interès sacab elbrnegoc miles negocios quebraron esto hub much desemple intereses fueron nubes estuv tiemp parec repet hast gobiern opte quedars bancos funcionen entre ellos har vender bancos otros,positive,1
4009,UCkLMuLS7wZK2U090KbAPeOg,@fedem7624,2023-03-14 16:21:36+00:00,nessun problem psudopandem,negative,-1
4008,UCkLMuLS7wZK2U090KbAPeOg,@fedem7624,2023-03-14 16:24:09+00:00,qualcun dett unaltr banc affondatad criptivalutes ver,negative,-1
3012,UCwle-8CBhpuEp_pQYyT99rg,@OnTheRoad07170,2023-03-14 16:24:41+00:00,davver interess vide brav contunu cos per vide lung,positive,1
2649,UCfqFESdGWNSuBkeRPjoU9Hw,@javierignacioloyolamatamal7904,2023-03-14 16:30:36+00:00,nac just tiemp par caìd capital buen esper algo parecid revolucion frances quizàs comeinc eeuu mund camb par siempr,positive,1
2648,UC0zKuwo0zZROUMMgqQh6Diw,@mauroezequielbravo,2023-03-14 16:32:27+00:00,tod este problem inic movimient cript equivoc,negative,-1
2647,UCRD6ULH5Dbk7jYrCCZ9HqhA,@createch16,2023-03-14 16:32:41+00:00,excelent explicaciònbrun consej cuiden sistem financierobren argentin vivimos much estas cosas com,positive,1
3011,UCTtv8z2v7FxhGqqZCaSxZ_g,@eugeniocamporato8427,2023-03-14 16:35:15+00:00,ved piac canal cresc grand,positive,1
2646,UCz7GY-XFmtKMThX8-_fbzlg,@cinj7218,2023-03-14 16:35:17+00:00,ùnic eeuu nunc pierd,positive,1
4007,UCkBf7hhsPu-T2ROwuj7r9ig,@michaelsemere1830,2023-03-14 16:37:00+00:00,banc allarm addirittur scort aliment,negative,-1
2644,UCoov7AcKzYVt0OAXYUSqlHQ,@samirhamad54,2023-03-14 16:41:09+00:00,memorias tiburòn com explicast otro vide este haber recesiòn per algo comùn natural necesar,positive,1
3010,UCT3moaLH2pN54WZXqD2Y0VQ,@cristianfamigliuolo,2023-03-14 16:47:12+00:00,stor rip sap realt storic bast legg libr neil ottim raccont aneddot signor anzian raccont quand banc regal librett bambin risp qualcun guadagn perd voibrbr fatt ottim lavor spiegazion fatt ben mass ascolt doman gest guid propr finanz mod corrett bril contag part altro ball copertur vann cap molt dettagl legal youtub bast,positive,1
4006,UC1dCe_n2sE5iwmlajw1u-UA,@giovannifremiot3114,2023-03-14 16:47:30+00:00,parol sagg sempr,positive,1
3009,UC61mPXps6GKAk3cVQBF4cFw,@frymaxa1702,2023-03-14 16:50:59+00:00,chang mind capital sfren peggior sistem econom mond,negative,-1
2643,UCArKWqTPXJDC8MNc_ycJyjQ,@juanbenitez6597,2023-03-14 16:51:58+00:00,dec abuel mientras menos burros olotes mientras menos bancos negoc tienen par sobreviv pocos queden,positive,1
2642,UCQNXetpiIV01ltMkrEfITWw,@Gabriel-Arg,2023-03-14 16:52:41+00:00,sol pas estados unidos malditos juegos financieros criptomonedas futur,negative,-1
2641,UCj_6gzEmBFZ3wmL1F0QCI9Q,@ricardorodriguezruiz5931,2023-03-14 16:53:26+00:00,españ crisis inmobiliar peor està toc puert,negative,-1
2640,UCQs0E4iK0VlNcHxjECQOkFw,@kainsteel2340,2023-03-14 17:01:27+00:00,ciriptomonedas tod mund sac diner acab tod sirven mientras tantos bancos,positive,1
2639,UCM0reLRGVY6lGZ5T9M_Q0jA,@martinalarcon6220,2023-03-14 17:02:34+00:00,capital etern crisis cìclic,negative,-1
2638,UCG7561rn5VDh-w_15rx6u2g,@clt3674,2023-03-14 17:02:58+00:00,dad cuent dej quebr bancos realicen malas inversiones rescat clientes,negative,-1
2637,UC3Jnb2b_oHJmF6NPwsAdmjw,@juanparra884,2023-03-14 17:05:11+00:00,este mejor explicaciòn mencionan form escuet otros mediosbrbrahor bien sìntom veìan ven grandes tecnològicas despidosbrbrotr anotaciòn sobr riesgos distribuidos banc primer lecciòn sobr inversiones distribu riesg tod tenìan sol tip ahorrador invirtieron sol tip riesgobrbrm parec just tengan tip medidas contr ambiciòn dirigentes bancos ellos saben despuès ùltim descalabr financier cuant hipotecas deben tener especial vigilanc intern evit beneficios empleados cost alto riesg inversores ùltim hiz sistem colaps hub sanciones sobr cabezas bancos tampoc sanciòn financier sol hub person com chiv expiator esta oportunidad deben exist responsables dej quebr banc,negative,-1
4005,UCu-uxeTBwu9Bobc1xNpI_Lw,@beppeadr,2023-03-14 17:06:25+00:00,pens banc anni tocc adess dop anni chiam dic cont ross dev pag ben contentissim cris gent mer tutt interess augur bocc lup,positive,1
4004,UCmb6YhEkD4qCz-a_WQ4Vabw,@giovannicontigallenti3370,2023-03-14 17:07:21+00:00,settiman ripercuot europ,negative,-1
2636,UCRWxc5kGkBRIxTA9WKneZKg,@tinageof,2023-03-14 17:07:41+00:00,adiòs estados unidos mejor com tercer mund,positive,1
2635,UCP2KN_e1MrVI0a-WQoePG-g,@daraayape,2023-03-14 17:08:04+00:00,geniooooo,positive,1
3008,UChlMnulQOdKO8EEWcNvs8YQ,@mirko7700,2023-03-14 17:08:26+00:00,preoccup tant invest nient,negative,-1
3007,UCuKgwFqCuYvPtcpHy5l_0kQ,@astrolabjo73,2023-03-14 17:09:56+00:00,cris pilot imporr nuov restrizion ovvi ben pens redd universal tutt form controll lavor anni,negative,-1
4003,UCKTtam6hTmc9KsJeuXaFhvw,@ezechielelupo8703,2023-03-14 17:15:05+00:00,sol esist sol esclus pension cent risc corr,negative,-1
2634,UCIfM6P9HE5wOqPTpEkb0BzA,@jotaequis9410,2023-03-14 17:17:24+00:00,mejor inversiòn moned extranjer rublob,negative,-1
2633,UCfdP0A1wYitx_H6y9FAyWLg,@franciscoliguori3225,2023-03-14 17:22:15+00:00,pas bancos esquemas ponz tener activos resguard descentralizados manos unos pocos hacen siempr mism negoc aunqu quiebran resurgen mism estrateg,negative,-1
2632,UCOodxxbilVYniWa58qokYsw,@javiertotoambrosio5628,2023-03-14 17:25:37+00:00,jajaj crisis sòl camb moned fìsic digitallos rescatadores traeràn nuevas reglas control social nuestr prop diner,negative,-1
2631,UCmwsMNWK28OOwzlrbwyrvjw,@javiersanchez-lo1cl,2023-03-14 17:26:27+00:00,llamen zedill parqu met fobapro,negative,-1
2630,UC6baTE4p83IOugq0PLhJfGw,@gabrielerazo9159,2023-03-14 17:26:42+00:00,preocupen amigos madr rus siervos rusos daràn mund recursos par alimentemos muchìsimos carisimos rublos,positive,1
4002,UCeRCIUy6ddVu3psarpXmdiA,@pangostrello2K,2023-03-14 17:29:54+00:00,torn altro disastr president consigl quottecnicoquot anzi,negative,-1
2629,UCFwhurgtMUuUfxoZetUDGmw,@jeffrynatanaelmongeortega3975,2023-03-14 17:30:41+00:00,inflaciòn aug,positive,1
2628,UCIS_-U5mb_Xow0sKohQT8JA,@Jerogamer3,2023-03-14 17:31:03+00:00,invirt diner,positive,1
2627,UCyqSYZAC7a78To6B96oljag,@arjammenlar,2023-03-14 17:35:20+00:00,otras palabras avaric tener diner ceg juic lìderes invirt diner dej reserv par garantiz mayorì depòsitos termin destruy prestig banc nuev crisis ching crisis tenemos,negative,-1
4001,UCC0we1a-dryCpF1ljSW0O-A,@ashratempel5094,2023-03-14 17:35:26+00:00,dop sanzion russ fall stat invec banc american solid segu default banc europe,negative,-1
2626,UC1rgdiwCWaHvXcmoClkUJGg,@andreavalenciaceli7951,2023-03-14 17:35:38+00:00,bien explicad resumid,positive,1
4000,UCLe78wG8HYMTdZQLUwsI83g,@francogalli7113,2023-03-14 17:35:42+00:00,avvoc sempr chiar esaurient graz,positive,1
2625,UCaNcyyQKU9PT5bI_-AkBcaQ,@AlferiusNiON,2023-03-14 17:35:49+00:00,dic star dic quotempresas emergentesquot,positive,1
2624,UC8xmyfo7464y9NFTbt140gw,@ysauracall,2023-03-14 17:38:18+00:00,bien explicad com siempr ellos hacen trampas entre tienen maquin hacer dòlares,positive,1
2623,UCxakniT1yiFIYHvCc5x1oPA,@javierblanco859,2023-03-14 17:39:12+00:00,llevan compr armas,positive,1
3005,UCdIb7xC-GmsvlvR3nQChvrQ,@roccatmaster9057,2023-03-14 17:39:49+00:00,sempr grandissim piac segu vide,positive,1
3999,UCpx5_n8M-zALH7UUEw2LwYw,@DarkArmy__,2023-03-14 17:40:02+00:00,gent pag ben dir fals gent tranquilll andrà ben hahahhahahaahahahah,positive,1
3998,UCSRFHg1_ECn_zbFwQgPHraQ,@francescosmerilli5384,2023-03-14 17:42:08+00:00,rimett qualc risparm anni dur nellavven spettacol croll dellimper fors val pen quotverrann giorn qual ved lasc pietr pietr distruttaquot ogni tant nazzaren azzecc,negative,-1
3004,UCfwAJFmnr1zMJ1gDVOc_i-g,@giovannibarone9707,2023-03-14 17:45:05+00:00,colp stat temp regnant far prest banchier sfancul banchier sfancul stat perc veng aiut invec respons dev esser arrest estromess vit fin gener ogni settor infrastruttur stat acquis banc sistem cont tram leconom fittizz cre perc stat cre nuov monet azzer problem continu senz mand rovin pover gent,negative,-1
2622,UC2wQ6zOCVt2ZL6f5vTNhzvQ,@juanbautistalamarcheferez8618,2023-03-14 17:47:00+00:00,esto pint nad bien marròn clar todos vamos haber afectados,positive,1
2621,UCKdmkktXY6HvZPFf1Z60ugQ,@Tony-so3xn,2023-03-14 17:47:54+00:00,mal decisiòn exist tantas opciones inversiòn baj riesg garantizaran menos teòric liquidez quisieron gan guardas diner startups debist entender pueden pedìrtel moment otro difìcilbrbry par quotacab amolarquot pones remat activos tuyos par trat ocult situaciòn debieron acud fdic audit precios compr esos activos quebr prèstenles turist mundial tod està allì,positive,1
2620,UCueBicJlRahx9ZjnarzY9Gg,@dawatts_,2023-03-14 17:55:43+00:00,explicad moment invert cryptomonedas desd ayer todas estan sub nivel mundial,positive,1
2619,UC3VuQxH2RFIlHq73LXcldvA,@emilianoespeche6739,2023-03-14 17:56:08+00:00,pens argentin tien mied corral jajaj estàs cosas seguiràn pas mientras regul cantidad diner lìquid bancos deben tener ilòg sol puedan tener algùn cas sol este sol ser piez domin muchos bancos grandes saldràn resc convengamos este considerad com banc chic rest nad segur diner colchòn devalù banc otro lad,positive,1
3003,UCKMmRfUD7rxLCZFAvrB9oig,@pascii96,2023-03-14 17:59:48+00:00,pot parl credit suiss,negative,-1
3997,UCicDiyyqwXLpAUrS7dxelug,@mattealenicava4744,2023-03-14 18:03:20+00:00,cas fasc test prim romp,positive,1
3002,UCbPBjmsQzHarleVKpyFhjXA,@renatop8594,2023-03-14 18:10:00+00:00,grand edoard,positive,1
2618,UCeO1ReVNTzPLmyW92GPQQ6A,@marcelorojas8722,2023-03-14 18:12:44+00:00,diner tien error ciclic empiez confianz per termin siempr afect alquien conf per retribuid,negative,-1
2617,UCCEdd7RelsoC3Q2oBf1ZWFw,@smukideejeah,2023-03-14 18:27:19+00:00,usdc recuperad cas tod valor despuès caìd,positive,1
3001,UCi_2na8RrpGFcHzh9qwwOzQ,@davidecomi9427,2023-03-14 18:28:45+00:00,aspett magl silicon valley bank employe month marc,positive,1
2616,UC7ZffV_p-2ORYnW5zFk0qvA,@tanakh,2023-03-14 18:37:45+00:00,mak amer great again trump,negative,-1
3000,UCAQBHm1EDmgC_jdfmB_qJCQ,@massimocipriani7198,2023-03-14 18:39:21+00:00,vivr vedr,positive,1
2999,UCk27rEoJfDiKLTzvm6onghA,@margheritacom.1141,2023-03-14 18:40:45+00:00,rid fin invest banc stat defin avvoc tropp scaltr,positive,1
2998,UCvBJfv1ySjR5hJTa377lGRg,@mimmofootball1122,2023-03-14 18:44:28+00:00,lital fall mont pasc banc etrur company govern copr fint vad ben tass,negative,-1
2615,UCZkeEJMTyuKaWHR7TWtDq4Q,@agustinchacontienda473,2023-03-14 18:47:42+00:00,gran vide muchìsimas gracias explicaciòn tendremos sac diner banc par met colchòn acerc corral paìses endeudados poder com españ pincharan condones toqu qued par caf euros limp cul papel periòd caducad cuantas preguntas cabez,positive,1
2614,UCq8_D-mI8s3fBxNmo9NC7kQ,@edinsoncalderin6388,2023-03-14 18:58:40+00:00,deb colaps porqu bancos principales ladrones mund,positive,1
2613,UCMomx_L1Qqv7tkS2Yg4BT1g,@josewaldobonardi5178,2023-03-14 19:07:10+00:00,humildad estados unidos rescat alos bancos par estas rescaten alas empresas par lueg empresas guarden diner bancos par banc malgast diner ajen cuand pillan quiebr junt empres per resc banc arregl cagader pref quotrescatarquot deud alas empresasbr entendibrqu alguien expliqu,positive,1
2997,UC95cbS4otkY_7xU7LrazvXQ,@patriziotessitore3903,2023-03-14 19:07:55+00:00,bravobravoor tass qualcos crollam ultima scherz,positive,1
2612,UCJ_lYI990ExazyN-kZzoEPQ,@celiovaldeira,2023-03-14 19:11:00+00:00,teng entendid biden dich capital rescat nad,negative,-1
2611,UCovvdN7bxHFrkb4PJzS5hjw,@juand1693,2023-03-14 19:13:28+00:00,semanas,positive,1
2610,UC7yfSu1UUGKIvvsH6VR8ypA,@romulomancias6535,2023-03-14 19:13:37+00:00,economì està desd europ muchos bancos tenìan taz interès negat cer negocios estaban habì utilidades per com pagaban interès seguìan funcion,negative,-1
2609,UCsqLU-J3j_qOLMOdPP-EAZw,@alexshoward,2023-03-14 19:23:07+00:00,imagin apostadores estil short,positive,1
2608,UC84AJgCj9EYctqN_TNr5-_g,@entornopipero1984,2023-03-14 19:24:22+00:00,habl tambièn reconciliaciòn arab iràn,negative,-1
2607,UCwhfF0pnzkIrCJJ2Gm7VSFg,@gustavoquintana586,2023-03-14 19:33:38+00:00,tien ningùn valorsalv decor pued respir comerper alegr sigamos agarràndonos nad oxigen agu ùnicos valores,positive,1
2606,UCgmLnnRciQn2_uuEGEJvyGA,@andreachavez5495,2023-03-14 19:33:43+00:00,tendremos pas porqu surgen muchas preguntas com dònd sac biden tod presupuest esto ucran todas conyunturas ojal cre otro reces econòm serì fatal muchas gracias inform interes,positive,1
2996,UCSTOIHs3tf5vGoXeE_mCUVQ,@marcogarofalo5546,2023-03-14 19:34:37+00:00,super edoard,positive,1
2605,UCm9IuKtT1WcGe1Crzneq2Pw,@marcing8205,2023-03-14 19:36:23+00:00,bancos tienen trucos barrieron tod baj alfombr ahor tod està vent product segur exist mandarines compraron este product par tener ventajasy mir casualidad qued nad comesbrpor otra part buen moment par implement diner wificbdc elisium totalum,positive,1
2604,UC7W3OFipzLaCJCh3WcBbQ4g,@abelsalvadorespinozacorona7834,2023-03-14 19:39:40+00:00,ahorr,positive,1
2603,UCBbTi1emO8T2Ak5PJFmP-6w,@juancarlospiedrahita7200,2023-03-14 19:40:08+00:00,mism hicieron bancos colomb pandem brel gobiern salv dueños banc per demàs quebr brla maf plat,positive,1
3996,UCdJD_8B1b0PQWpmZKQJv9Ug,@sarazampogna249,2023-03-14 19:47:13+00:00,graz esser nat alessandr fusill esserc sempr stat spec durant quotpandeminchiaquot,negative,-1
2602,UCUfJMoivXwhH_PJqmciZLlQ,@jesustorre2258,2023-03-14 19:47:48+00:00,sub tipos inversores quieren efect domin esta camin ellos mismos provocad entierr vamos otra deberàn rescatad tienen diner depòs qui intereses intereses estàn nubes llevan pastel ellos reparten entre todos inversores quieren part pastel pas utiliz cos par fren inflaciòn inflamaciòn control control mercad mir franc hiz supermercados españ quit per tod seguì igual dond esta control mercad muchas empresas estàn forr llevamos com sub tipos ningùn tip resultados inflamaciòn salv gent estàn deb crèditos tener liquidez cre muchos puedan aguant esta subid meses,positive,1
2601,UCSymkgQbIGGInjPmJ7uCTDg,@luisdavidpaez7075,2023-03-14 19:51:36+00:00,joder ahor crisis està crisis,negative,-1
3995,UCvGpLcjO9kcwF9lbtvJdCSQ,@mariano59,2023-03-14 19:52:11+00:00,arriv collass tutt napoletan,negative,-1
2600,UC63ziWpyH7kWGHAE7ePVlLA,@aliciamaldonado4736,2023-03-14 19:54:39+00:00,hacer tenemos cuent ahorr sac tod diner perdòn ignoranc per preocup estoy jubilad,negative,-1
2599,UCdYPLRUGoOrkfIl35_BML-w,@davidgiberlibriski,2023-03-14 19:55:23+00:00,gust bancos cojan nuestr diner hagan inversiones nuestr permis lueg encim crean diner fictic nad par pienses diner esta disponibl per realidad esta tod vivimos engañados sorpr criptomonedas suban valor,positive,1
2598,UCERwNWEL-2iSRtwvI0HZQnA,@Metratch,2023-03-14 19:55:40+00:00,iron pocas personas conozcan alan greenspan,positive,1
3994,UCJ783n1F4-saIuFEc1_KP2Q,@marcopiras1145,2023-03-14 19:56:42+00:00,fortun russ dov fall,negative,-1
2597,UCERwNWEL-2iSRtwvI0HZQnA,@Metratch,2023-03-14 20:02:13+00:00,teorias expectativas banc control mundobrrealidad ayud neces diner dejen gobiern cierr,positive,1
2596,UCEO-gBDLiBrg9QRkm_OBG1A,@areslandy,2023-03-14 20:02:35+00:00,bienvenidos fobapro gabachos,positive,1
2595,UCc7N84p-A_aKtOtAhrOf6Sg,@jozed,2023-03-14 20:03:26+00:00,gracias gracias gracias,positive,1
2594,UCr5s_0yTAlqJjxndxa_8zSw,@TheChelseachampion,2023-03-14 20:06:58+00:00,hac guerr ucran rus pued vers afectad pued financ otan equivoc,negative,-1
2593,UCJM-hkAIPUH5st1vq9X23pg,@sebanetchannel,2023-03-14 20:07:54+00:00,aplic quotcorral financieroquot,positive,1
2995,UC6MOBGZcRJPjj5zwHC_3GZg,@matteomonti1976,2023-03-14 20:11:15+00:00,semplic specul,negative,-1
3993,UCWQLF9klq9kBABgcmAeav2g,@TheLUKAS8181,2023-03-14 20:33:06+00:00,avvoc piac ascolt cred poch youtub riesc far comprend argoment riesc tutt naturalezz compl,positive,1
2592,UC3IT3ZyGaJ2mGnD0lLHLMXg,@macroeconomia77,2023-03-14 20:36:04+00:00,resc inflaciòn aunqu imprim usen reservas porqu diner perdieron instituciones està sistem financier dec circulaciòn gobiern tien tiemp luch par baj inflaciòn quoten pocas palabras recesiòn inevitablequot,negative,-1
2591,UCFJ38KAkzFUZbKVXpiFN4ug,@yov1348,2023-03-14 20:40:57+00:00,logros partid comun dig democr eeuu,negative,-1
2590,UCyfIry0dApieSKWHFRR0wcQ,@claudioverdin4884,2023-03-14 20:45:19+00:00,bancos maf,negative,-1
2589,UCHo_dRtP4MubqlmOkHwsS2g,@arandafranco7002,2023-03-14 20:46:58+00:00,dond pued encontr articulos noticias com estas sobr bols,positive,1
2588,UCbQcjDk5yd1vbHwwKljerYQ,@toraomc1076,2023-03-14 20:51:12+00:00,càrcel este mund par reform unos banqueros cargad economì varios paìses avaric ineptitud,positive,1
2587,UC5laXLuE5dQ3ePCJF4SxTGw,@saiki4890,2023-03-14 20:53:09+00:00,esto hech chin afianzar còm mayor principal potenc econòm nivel mundial,positive,1
2586,UCTbcuhvL1y0FiZnCrwCrAmA,@alecar990,2023-03-14 20:54:09+00:00,mism siempr bancos esper esta salven ningun viv bitcoin volàtil decìan tristez,negative,-1
2585,UCCayE-8gPMjGwtOjshVjjJg,@FIPF,2023-03-14 20:57:06+00:00,exelent explication,negative,-1
2584,UCG5mrLzamtgbekoSlnL3tig,@Esther-0722,2023-03-14 21:00:25+00:00,gracias explicaciòn,positive,1
2583,UCJU58ba55PyY5IDBqv1aFNw,@Luis-ky6px,2023-03-14 21:01:56+00:00,algo està pas,positive,1
2582,UCITNcNjshKD6nXER0I5AZLA,@ricardotamayo139,2023-03-14 21:02:14+00:00,sol devolv diner hast tech muchos iràn sac diner par evit perder tod este encim tech esto inic perdid afectar tod mund,negative,-1
2581,UCtaSRgr2mm7cRC8WLCmVa7g,@antoniocaste8765,2023-03-14 21:05:03+00:00,empresas tenìan diner quiebr,negative,-1
2580,UCkrx6ZzYMuRz6XcJRGsPbRw,@alcarrosubete6422,2023-03-14 21:14:50+00:00,vamos eres vendid tem bols hacer tod posibl porqu usemos referid,positive,1
2994,UCPfRDwgBwEoMyxJVVGcAlrA,@karlpiuemeno797,2023-03-14 21:16:11+00:00,graz mill tip conten chiar casin altriment incomprens addett lavor graz,positive,1
2579,UCFoZ-zLoj9rG22_kbi_YaAw,@alejoromi6307,2023-03-14 21:18:40+00:00,parec gringos aprendieron ùltim crisis lug refinanc bancos par vuelvan cometer mism error inversiones riesgosas decidid rescat empresas natural sabràn invert diner mejor banc irresponsabl,negative,-1
2578,UCYA5kl8vp2-idwljYcm7S4w,@sergiotorreselvira2276,2023-03-14 21:21:01+00:00,querìan hund economì rus sanciones result quiebr ellosjajajajaj,positive,1
2577,UCYA5kl8vp2-idwljYcm7S4w,@sergiotorreselvira2276,2023-03-14 21:24:01+00:00,pensab eeuu darl millones quotzerdenskyquot tener consecuenciasdiner sacad impresoras billetes sustent nadamientras tant rus consigu aument superàvit jajajajaj inùtiles,positive,1
2576,UCJoipIu9OUBb5ydrOfoq9AQ,@mitezuss,2023-03-14 21:29:27+00:00,per banc tien problemas import tod pais bancos grandes bancos privados chicos este cual,positive,1
2575,UClXfYu5e2KLxvMrl2Ms9Sog,@martinmendez7998,2023-03-14 21:38:46+00:00,simpl bien explicad encant este canal,positive,1
3992,UC9gbAgXOK-NcLyn-wtp13wQ,@samat2003,2023-03-14 21:44:38+00:00,oggi bors posit mett,positive,1
2993,UCEUdrDTExDI09OvCa0IfxLA,@darioparatore2455,2023-03-14 21:46:03+00:00,val quotliberaquot rispost benissimobrbrgraz sempr edoard,positive,1
2574,UCIO4s6Sii97IXjSGe6uyFnQ,@marcoanntte5940,2023-03-14 21:46:33+00:00,encant com reportes rus este tecnic destrozad cuand sol pasan cosas gringos todos lados accidentes ecolog crisis migrator homeless todos lados crisis financier pasandonos traer bajad prec dol primer histor almenos compar pais pes mexic violan espac aere chinos sobrepec huev recortes masivos empresas tecnolog buen vienen cosas interesantes este colaps imper sac palomitas trajes antiradiacion,negative,-1
2573,UCUjMlZyibRkKfGJHfFJJR0g,@delamojesus,2023-03-14 21:51:16+00:00,nad nuev baj reserv fraccionar tien com dejas coch parking aeropuert cuand vuelves dueñ parking alquilad alguien coch està allì pues pas depòsitos vist sol legal curios,positive,1
2572,UCBZkkyJ7nbShP4uXPV7J6xA,@alberpajares4792,2023-03-14 21:51:23+00:00,banc central com intermediarios complican vid tien haber diàlog direct telèf escacharrad,positive,1
2571,UCtQ7bUfuZBFME9tUgEsF9FQ,@Hollyzoa,2023-03-14 21:52:12+00:00,quotl cosaquot pintab bien,positive,1
2992,UC1dPjAADEvi-QF_2uciYYpw,@nicolamarchesan4597,2023-03-14 21:56:03+00:00,vide chiarissim starting financ rest canal ital bravissim,positive,1
2570,UCuFi7pGpfz6PZRuzIkr6yrg,@danisagu,2023-03-14 22:00:27+00:00,cos pintab bien metid quien dij encajab humor economì,positive,1
2569,UCg232TyXHStqUHZcbELXXqQ,@vidamia,2023-03-14 22:00:48+00:00,hol bien explicad cuent podrìas ahorr diner usand imagen gastaràs stock imàgenes saludos,positive,1
2568,UC3aKKkW6oYRG2_ZH92DswKw,@ruteando5365,2023-03-14 22:04:19+00:00,banqueros tontos ellos arriesgan per diner otros diner tienen bien cuidad paraìsos fiscales cuand quiebr banc sobr ellos escondan dònd escondan,negative,-1
2567,UCsweZfSzRlDloWV7_0qfmbg,@pabloleal5040,2023-03-14 22:06:16+00:00,muchas gracias,positive,1
